IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter03/window_1_02/window_1_02_025_1.fa -T 1 --quiet --redo -blmin 0.00386100386100386
Seed:    18961 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:31 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter03/window_1_02/window_1_02_025_1.fa ... Fasta format detected
Reading fasta file: done in 4.3869e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 259 columns, 32 distinct patterns
15 parsimony-informative, 40 singleton sites, 204 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 6.58631e-06 secs
   1  hg38       0.00%    passed     98.68%
   2  gorGor3    0.39%    passed     75.34%
   3  panTro4    0.39%    passed     98.70%
   4  ponAbe2    0.39%    passed     95.58%
****  TOTAL      0.29%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -607.344
Optimal log-likelihood: -607.283
Rate parameters:  A-C: 11.37761  A-G: 79.19273  A-T: 0.00010  C-G: 0.00010  C-T: 100.00000  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.323  C: 0.280  G: 0.139  T: 0.258
Proportion of invariable sites: 0.381
Gamma shape alpha: 0.844
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.003 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 259 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         612.994      13  1251.988     1253.474     1298.227
  2  GTR+F+I       607.390      14  1242.781     1244.502     1292.576
  3  GTR+F+G4      607.294      14  1242.588     1244.309     1292.384
  4  GTR+F+I+G4    607.267      15  1244.533     1246.509     1297.886
  5  GTR+F+R2      607.810      15  1245.619     1247.594     1298.971
  6  GTR+F+R3      607.324      17  1248.647     1251.187     1309.113
 14  GTR+F+I+R2    607.387      16  1246.774     1249.022     1303.683
 15  GTR+F+I+R3    607.340      18  1250.679     1253.529     1314.702
 23  SYM           625.284      10  1270.568     1271.456     1306.137
 24  SYM+I         619.774      11  1261.547     1262.616     1300.673
 25  SYM+G4        619.719      11  1261.439     1262.508     1300.564
 26  SYM+I+G4      619.711      12  1263.422     1264.691     1306.104
 27  SYM+R2        620.007      12  1264.014     1265.282     1306.696
 45  TVM+F         613.253      12  1250.506     1251.775     1293.188
 46  TVM+F+I       607.498      13  1240.997     1242.482     1287.235
 47  TVM+F+G4      607.432      13  1240.865     1242.350     1287.103
 48  TVM+F+I+G4    607.420      14  1242.840     1244.562     1292.636
 49  TVM+F+R2      607.687      14  1243.375     1245.096     1293.170
 67  TVMe          627.108      9   1272.217     1272.940     1304.228
 68  TVMe+I        620.840      10  1261.681     1262.568     1297.249
 69  TVMe+G4       620.888      10  1261.775     1262.662     1297.343
 70  TVMe+I+G4     620.920      11  1263.840     1264.908     1302.965
