IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_07/window_1_07_025_1.fa -T 1 --quiet --redo -blmin 0.00909090909090909
Seed:    64172 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_07/window_1_07_025_1.fa ... Fasta format detected
Reading fasta file: done in 4.08292e-05 secs using 95.52% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 110 columns, 23 distinct patterns
10 parsimony-informative, 21 singleton sites, 79 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 6.66082e-06 secs using 90.08% CPU
   1  hg38       0.00%    passed     72.14%
   2  gorGor3    0.00%    passed     72.14%
   3  panTro4    0.00%    passed     97.90%
   4  ponAbe2    0.00%    passed     97.90%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -282.034
Optimal log-likelihood: -282.033
Rate parameters:  A-C: 1.39756  A-G: 12.04516  A-T: 2.98929  C-G: 1.42105  C-T: 6.26215  G-T: 1.00000
Base frequencies:  A: 0.264  C: 0.364  G: 0.032  T: 0.341
Proportion of invariable sites: 0.352
Gamma shape alpha: 2.494
Parameters optimization took 1 rounds (0.000 sec)
Time for fast ML tree search: 0.003 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 110 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         283.212      13  592.423      596.215      627.530
  2  GTR+F+I       282.049      14  592.097      596.518      629.904
  3  GTR+F+G4      282.076      14  592.151      596.572      629.958
  4  GTR+F+I+G4    282.028      15  594.057      599.163      634.564
  5  GTR+F+R2      282.136      15  594.272      599.379      634.779
  6  GTR+F+R3      282.156      17  598.312      604.964      644.220
 14  GTR+F+I+R2    282.057      16  596.114      601.963      639.321
 15  GTR+F+I+R3    282.017      18  600.035      607.551      648.643
 23  SYM           306.718      10  633.436      635.658      660.441
 24  SYM+I         305.494      11  632.989      635.683      662.694
 25  SYM+G4        305.468      11  632.936      635.629      662.641
 26  SYM+I+G4      305.459      12  634.919      638.135      667.324
 27  SYM+R2        305.524      12  635.048      638.265      667.454
 45  TVM+F         283.784      12  591.569      594.785      623.975
 46  TVM+F+I       282.350      13  590.701      594.492      625.807
 47  TVM+F+G4      282.373      13  590.746      594.538      625.853
 48  TVM+F+I+G4    282.360      14  592.719      597.140      630.526
 49  TVM+F+R2      282.446      14  592.892      597.313      630.698
 67  TVMe          308.608      9   635.216      637.016      659.520
 68  TVMe+I        307.055      10  634.109      636.332      661.114
 69  TVMe+G4       307.077      10  634.153      636.376      661.158
 70  TVMe+I+G4     307.064      11  636.129      638.823      665.834
 71  TVMe+R2       307.116      11  636.232      638.926      665.937
 89  TIM3+F        283.271      11  588.542      591.236      618.247
 90  TIM3+F+I      282.162      12  588.324      591.540      620.729
