IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_07/window_1_07_075_1.fa -T 1 --quiet --redo -blmin 0.00304878048780488
Seed:    865805 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_07/window_1_07_075_1.fa ... Fasta format detected
Reading fasta file: done in 4.09335e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 328 columns, 35 distinct patterns
27 parsimony-informative, 46 singleton sites, 255 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 6.3628e-06 secs
   1  hg38       0.00%    passed     98.03%
   2  gorGor3    0.00%    passed     99.92%
   3  panTro4    0.00%    passed     82.33%
   4  ponAbe2    0.00%    passed     86.74%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -757.715
Optimal log-likelihood: -757.571
Rate parameters:  A-C: 0.22877  A-G: 8.18544  A-T: 0.83948  C-G: 0.00010  C-T: 5.46491  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.318  C: 0.379  G: 0.053  T: 0.250
Proportion of invariable sites: 0.378
Gamma shape alpha: 0.978
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.004 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 328 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         763.797      13  1553.593     1554.752     1602.902
  2  GTR+F+I       757.151      14  1542.303     1543.645     1595.405
  3  GTR+F+G4      757.345      14  1542.690     1544.032     1595.792
  4  GTR+F+I+G4    757.399      15  1544.798     1546.336     1601.693
  5  GTR+F+R2      757.618      15  1545.236     1546.774     1602.131
  6  GTR+F+R3      757.403      17  1548.807     1550.781     1613.288
 14  GTR+F+I+R2    757.117      16  1546.233     1547.983     1606.922
+I+R3 reinitialized from +I+R2 with factor 0.500
 15  GTR+F+I+R3    757.142      18  1550.283     1552.497     1618.557
 23  SYM           818.426      10  1656.852     1657.546     1694.782
 24  SYM+I         814.179      11  1650.359     1651.194     1692.082
 25  SYM+G4        814.182      11  1650.363     1651.198     1692.086
 26  SYM+I+G4      814.156      12  1652.311     1653.302     1697.827
 27  SYM+R2        814.143      12  1652.285     1653.276     1697.801
 45  TVM+F         764.251      12  1552.501     1553.492     1598.018
 46  TVM+F+I       757.597      13  1541.193     1542.353     1590.502
 47  TVM+F+G4      757.486      13  1540.972     1542.132     1590.281
 48  TVM+F+I+G4    757.567      14  1543.135     1544.477     1596.237
 49  TVM+F+R2      757.813      14  1543.625     1544.967     1596.728
 67  TVMe          823.383      9   1664.767     1665.333     1698.904
 68  TVMe+I        818.098      10  1656.196     1656.890     1694.126
 69  TVMe+G4       818.253      10  1656.506     1657.200     1694.436
 70  TVMe+I+G4     818.298      11  1658.595     1659.431     1700.318
 71  TVMe+R2       818.164      11  1658.327     1659.162     1700.050
 89  TIM3+F        764.269      11  1550.538     1551.373     1592.261
