IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_07/window_1_07_025_2.fa -T 1 --quiet --redo -blmin 0.0121951219512195
Seed:    880484 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:53 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_07/window_1_07_025_2.fa ... Fasta format detected
Reading fasta file: done in 3.06219e-05 secs using 91.44% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 82 columns, 20 distinct patterns
8 parsimony-informative, 13 singleton sites, 61 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 6.09457e-06 secs using 82.04% CPU
   1  hg38       0.00%    passed     87.22%
   2  gorGor3    0.00%    passed     71.54%
   3  panTro4    0.00%    passed     98.89%
   4  ponAbe2    0.00%    passed     92.56%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -207.092
Optimal log-likelihood: -207.073
Rate parameters:  A-C: 1.71394  A-G: 12.63560  A-T: 2.91442  C-G: 2.82643  C-T: 5.48178  G-T: 1.00000
Base frequencies:  A: 0.274  C: 0.317  G: 0.034  T: 0.375
Proportion of invariable sites: 0.362
Gamma shape alpha: 0.888
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.003 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 82 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         209.532      13  445.064      450.417      476.352
  2  GTR+F+I       206.846      14  441.691      447.960      475.386
  3  GTR+F+G4      207.074      14  442.147      448.416      475.841
  4  GTR+F+I+G4    207.075      15  444.149      451.422      480.250
  5  GTR+F+R2      207.188      15  444.377      451.650      480.478
  6  GTR+F+R3      207.043      17  448.087      457.649      489.001
 14  GTR+F+I+R2    206.747      16  445.494      453.863      484.001
 15  GTR+F+I+R3    206.840      18  449.679      460.536      493.000
 23  SYM           225.971      10  471.942      475.040      496.009
 24  SYM+I         223.616      11  469.233      473.004      495.707
 25  SYM+G4        223.626      11  469.251      473.023      495.725
 26  SYM+I+G4      223.576      12  471.153      475.675      500.034
 27  SYM+R2        223.711      12  471.421      475.943      500.302
 36  SYM+I+R2      223.577      13  473.153      478.506      504.441
 45  TVM+F         209.751      12  443.502      448.024      472.383
 46  TVM+F+I       207.487      13  440.974      446.327      472.261
 47  TVM+F+G4      207.392      13  440.783      446.136      472.071
 48  TVM+F+I+G4    207.398      14  442.796      449.064      476.490
 49  TVM+F+R2      207.449      14  442.899      449.167      476.593
 58  TVM+F+I+R2    207.361      15  444.723      451.996      480.824
 67  TVMe          227.224      9   472.449      474.949      494.109
 68  TVMe+I        224.471      10  468.942      472.040      493.009
 69  TVMe+G4       224.499      10  468.998      472.096      493.065
 70  TVMe+I+G4     224.524      11  471.049      474.820      497.523
 71  TVMe+R2       224.528      11  471.057      474.828      497.531
 80  TVMe+I+R2     224.460      12  472.921      477.443      501.802
 89  TIM3+F        209.449      11  440.899      444.670      467.372
 90  TIM3+F+I      206.686      12  437.371      441.893      466.252
 91  TIM3+F+G4     206.990      12  437.980      442.502      466.860
 92  TIM3+F+I+G4   207.008      13  440.016      445.368      471.303
 93  TIM3+F+R2     206.852      13  439.704      445.057      470.991
102  TIM3+F+I+R2   206.754      14  441.507      447.776      475.201
111  TIM3e         228.586      8   473.173      475.145      492.426
112  TIM3e+I       226.304      9   470.608      473.108      492.269
113  TIM3e+G4      226.239      9   470.478      472.978      492.138
114  TIM3e+I+G4    226.230      10  472.460      475.558      496.527
115  TIM3e+R2      226.262      10  472.524      475.623      496.592
124  TIM3e+I+R2    226.254      11  474.509      478.280      500.983
133  TIM2+F        209.374      11  440.748      444.520      467.222
134  TIM2+F+I      206.704      12  437.409      441.931      466.290
135  TIM2+F+G4     207.121      12  438.241      442.763      467.122
136  TIM2+F+I+G4   207.113      13  440.226      445.579      471.513
137  TIM2+F+R2     206.941      13  439.882      445.235      471.169
146  TIM2+F+I+R2   206.829      14  441.658      447.926      475.352
155  TIM2e         226.179      8   468.359      470.331      487.612
156  TIM2e+I       223.983      9   465.966      468.466      487.627
157  TIM2e+G4      223.858      9   465.716      468.216      487.376
158  TIM2e+I+G4    223.841      10  467.683      470.781      491.750
159  TIM2e+R2      223.917      10  467.834      470.932      491.901
168  TIM2e+I+R2    223.927      11  469.855      473.626      496.329
177  TIM+F         209.347      11  440.694      444.466      467.168
178  TIM+F+I       206.665      12  437.329      441.851      466.210
179  TIM+F+G4      206.969      12  437.939      442.460      466.819
180  TIM+F+I+G4    206.995      13  439.989      445.342      471.277
