IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_07/window_1_07_075_2.fa -T 1 --quiet --redo -blmin 0.037037037037037
Seed:    474078 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:54 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_07/window_1_07_075_2.fa ... Fasta format detected
Reading fasta file: done in 2.47955e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 27 columns, 9 distinct patterns
2 parsimony-informative, 4 singleton sites, 21 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.84288e-06 secs
   1  hg38       0.00%    passed     84.82%
   2  gorGor3    0.00%    passed     94.25%
   3  panTro4    0.00%    passed     99.34%
   4  ponAbe2    0.00%    passed     94.25%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=2)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -58.581
Optimal log-likelihood: -58.581
Rate parameters:  A-C: 1.01283  A-G: 1.00000  A-T: 0.81162  C-G: 1.00000  C-T: 1.25019  G-T: 1.00000
Base frequencies:  A: 0.296  C: 0.361  G: 0.000  T: 0.343
Warning! Some parameters hit the boundaries
Proportion of invariable sites: 0.396
Gamma shape alpha: 2.631
Parameters optimization took 1 rounds (0.000 sec)
Time for fast ML tree search: 0.001 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 27 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         58.907       13  143.814      171.814      160.659
  2  GTR+F+I       58.572       14  145.144      180.144      163.285
  3  GTR+F+G4      58.593       14  145.187      180.187      163.328
  4  GTR+F+I+G4    58.584       15  147.168      190.804      166.606
  5  GTR+F+R2      58.602       15  147.204      190.841      166.642
  6  GTR+F+R3      58.642       17  151.283      219.283      173.313
 14  GTR+F+I+R2    58.606       16  149.213      203.613      169.946
 15  GTR+F+I+R3    58.581       18  153.161      238.661      176.486
 23  SYM           67.223       10  154.446      168.196      167.404
 24  SYM+I         66.840       11  155.680      173.280      169.934
 25  SYM+G4        66.854       11  155.708      173.308      169.963
 26  SYM+I+G4      66.840       12  157.681      179.967      173.231
 27  SYM+R2        66.808       12  157.616      179.902      173.166
 36  SYM+I+R2      66.819       13  159.637      187.637      176.483
 45  TVM+F         59.219       12  142.438      164.724      157.988
 46  TVM+F+I       59.045       13  144.089      172.089      160.935
 47  TVM+F+G4      59.071       13  144.142      172.142      160.987
 48  TVM+F+I+G4    59.022       14  146.045      181.045      164.187
 49  TVM+F+R2      58.946       14  145.892      180.892      164.034
 58  TVM+F+I+R2    58.917       15  147.835      191.471      167.272
 67  TVMe          68.300       9   154.599      165.187      166.262
 68  TVMe+I        68.011       10  156.023      169.773      168.981
 69  TVMe+G4       68.041       10  156.082      169.832      169.040
 70  TVMe+I+G4     67.989       11  157.978      175.578      172.233
 71  TVMe+R2       67.914       11  157.828      175.428      172.082
 80  TVMe+I+R2     67.935       12  159.871      182.156      175.421
 89  TIM3+F        59.155       11  140.310      157.910      154.564
 90  TIM3+F+I      58.966       12  141.933      164.218      157.483
 91  TIM3+F+G4     58.993       12  141.986      164.271      157.536
 92  TIM3+F+I+G4   58.960       13  143.920      171.920      160.766
 93  TIM3+F+R2     58.932       13  143.864      171.864      160.710
102  TIM3+F+I+R2   58.910       14  145.821      180.821      163.962
111  TIM3e         69.071       8   154.141      162.141      164.508
112  TIM3e+I       68.633       9   155.267      165.855      166.929
113  TIM3e+G4      68.652       9   155.304      165.892      166.966
114  TIM3e+I+G4    68.641       10  157.283      171.033      170.241
115  TIM3e+R2      68.645       10  157.289      171.039      170.248
124  TIM3e+I+R2    68.611       11  159.222      176.822      173.476
133  TIM2+F        59.197       11  140.394      157.994      154.648
134  TIM2+F+I      58.968       12  141.937      164.223      157.487
135  TIM2+F+G4     58.999       12  141.997      164.283      157.548
136  TIM2+F+I+G4   58.974       13  143.949      171.949      160.794
137  TIM2+F+R2     58.970       13  143.940      171.940      160.785
146  TIM2+F+I+R2   58.939       14  145.879      180.879      164.021
155  TIM2e         67.663       8   151.326      159.326      161.693
156  TIM2e+I       67.016       9   152.033      162.621      163.695
157  TIM2e+G4      67.025       9   152.050      162.639      163.713
158  TIM2e+I+G4    66.969       10  153.939      167.689      166.897
159  TIM2e+R2      66.886       10  153.772      167.522      166.730
168  TIM2e+I+R2    66.847       11  155.693      173.293      169.948
177  TIM+F         59.261       11  140.521      158.121      154.776
178  TIM+F+I       59.090       12  142.180      164.466      157.730
179  TIM+F+G4      59.116       12  142.233      164.519      157.783
180  TIM+F+I+G4    59.023       13  144.047      172.047      160.893
181  TIM+F+R2      58.945       13  143.890      171.890      160.735
190  TIM+F+I+R2    58.919       14  145.837      180.837      163.979
199  TIMe          69.037       8   154.074      162.074      164.440
200  TIMe+I        68.560       9   155.121      165.709      166.783
201  TIMe+G4       68.572       9   155.145      165.733      166.807
202  TIMe+I+G4     68.568       10  157.137      170.887      170.095
203  TIMe+R2       68.596       10  157.192      170.942      170.150
212  TIMe+I+R2     68.539       11  159.077      176.677      173.332
221  TPM3u+F       59.144       10  138.288      152.038      151.247
222  TPM3u+F+I     58.942       11  139.885      157.485      154.139
223  TPM3u+F+G4    58.969       11  139.937      157.537      154.192
224  TPM3u+F+I+G4  58.946       12  141.891      164.177      157.441
225  TPM3u+F+R2    58.941       12  141.882      164.168      157.432
234  TPM3u+F+I+R2  58.918       13  143.837      171.837      160.683
243  TPM3          69.902       7   153.804      159.699      162.875
244  TPM3+I        69.695       8   155.389      163.389      165.756
245  TPM3+G4       69.712       8   155.424      163.424      165.791
246  TPM3+I+G4     69.697       9   157.393      167.982      169.056
247  TPM3+R2       69.705       9   157.409      167.997      169.072
256  TPM3+I+R2     69.701       10  159.402      173.152      172.360
265  TPM2u+F       59.202       10  138.404      152.154      151.363
266  TPM2u+F+I     58.931       11  139.862      157.462      154.116
267  TPM2u+F+G4    58.961       11  139.922      157.522      154.176
268  TPM2u+F+I+G4  58.946       12  141.892      164.178      157.442
269  TPM2u+F+R2    58.971       12  141.941      164.227      157.491
278  TPM2u+F+I+R2  58.939       13  143.878      171.878      160.724
287  TPM2          68.355       7   150.710      156.605      159.781
288  TPM2+I        68.040       8   152.080      160.080      162.446
289  TPM2+G4       68.074       8   152.147      160.147      162.514
290  TPM2+I+G4     68.023       9   154.047      164.635      165.709
