IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter05/window_1_07/window_1_07_025_1.fa -T 1 --quiet --redo -blmin 0.00684931506849315
Seed:    501698 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:49 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter05/window_1_07/window_1_07_025_1.fa ... Fasta format detected
Reading fasta file: done in 2.49147e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 146 columns, 29 distinct patterns
6 parsimony-informative, 39 singleton sites, 101 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 2.95043e-06 secs
   1  hg38       0.00%    passed     92.48%
   2  gorGor3    0.00%    passed     84.30%
   3  panTro4    0.00%    passed     92.95%
   4  ponAbe2    0.00%    passed     77.96%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -397.183
Optimal log-likelihood: -396.581
Rate parameters:  A-C: 6.18333  A-G: 100.00000  A-T: 9.29720  C-G: 0.00010  C-T: 69.41816  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.361  C: 0.271  G: 0.125  T: 0.243
Proportion of invariable sites: 0.316
Gamma shape alpha: 0.715
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.003 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 146 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         402.842      13  831.685      834.442      870.472
  2  GTR+F+I       395.928      14  819.855      823.062      861.626
  3  GTR+F+G4      394.702      14  817.404      820.610      859.175
  4  GTR+F+I+G4    395.587      15  821.174      824.866      865.928
  5  GTR+F+R2      393.713      15  817.427      821.119      862.181
  6  GTR+F+R3      393.742      17  821.485      826.266      872.206
 14  GTR+F+I+R2    393.763      16  819.525      823.742      867.263
 15  GTR+F+I+R3    393.831      18  823.662      829.048      877.367
 24  SYM+I         409.731      11  841.462      843.432      874.282
 25  SYM+G4        410.249      11  842.497      844.467      875.317
 26  SYM+I+G4      410.221      12  844.441      846.787      880.244
 27  SYM+R2        409.803      12  843.606      845.952      879.409
 36  SYM+I+R2      409.761      13  845.522      848.280      884.309
 46  TVM+F+I       395.912      13  817.824      820.581      856.611
 47  TVM+F+G4      394.805      13  815.611      818.368      854.398
 48  TVM+F+I+G4    395.548      14  819.097      822.303      860.867
 49  TVM+F+R2      394.189      14  816.378      819.584      858.149
 58  TVM+F+I+R2    394.126      15  818.253      821.945      863.007
 68  TVMe+I        410.145      10  840.290      841.919      870.126
 69  TVMe+G4       410.540      10  841.079      842.709      870.915
 70  TVMe+I+G4     410.374      11  842.749      844.719      875.568
 71  TVMe+R2       410.130      11  842.260      844.230      875.079
 80  TVMe+I+R2     410.098      12  844.196      846.541      879.999
 90  TIM3+F+I      396.306      12  816.612      818.958      852.415
 91  TIM3+F+G4     394.636      12  813.273      815.618      849.076
 92  TIM3+F+I+G4   395.678      13  817.356      820.114      856.143
 93  TIM3+F+R2     394.029      13  814.059      816.816      852.846
102  TIM3+F+I+R2   394.079      14  816.158      819.364      857.928
112  TIM3e+I       410.671      9   839.341      840.665      866.194
113  TIM3e+G4      411.265      9   840.529      841.853      867.382
114  TIM3e+I+G4    411.859      10  843.718      845.347      873.554
115  TIM3e+R2      410.825      10  841.650      843.280      871.486
124  TIM3e+I+R2    410.683      11  843.367      845.337      876.186
134  TIM2+F+I      396.079      12  816.158      818.504      851.961
135  TIM2+F+G4     394.628      12  813.257      815.602      849.060
136  TIM2+F+I+G4   395.610      13  817.220      819.978      856.007
137  TIM2+F+R2     394.051      13  814.102      816.859      852.888
146  TIM2+F+I+R2   394.163      14  816.327      819.533      858.097
156  TIM2e+I       410.124      9   838.248      839.572      865.101
157  TIM2e+G4      410.633      9   839.266      840.589      866.118
158  TIM2e+I+G4    410.498      10  840.995      842.625      870.831
159  TIM2e+R2      410.087      10  840.175      841.804      870.011
168  TIM2e+I+R2    410.063      11  842.127      844.097      874.946
178  TIM+F+I       396.331      12  816.663      819.008      852.466
179  TIM+F+G4      394.724      12  813.448      815.794      849.251
180  TIM+F+I+G4    395.753      13  817.507      820.264      856.294
181  TIM+F+R2      394.207      13  814.414      817.172      853.201
190  TIM+F+I+R2    394.235      14  816.470      819.676      858.240
200  TIMe+I        410.760      9   839.520      840.843      866.372
201  TIMe+G4       411.277      9   840.554      841.877      867.406
202  TIMe+I+G4     411.921      10  843.842      845.471      873.678
203  TIMe+R2       410.915      10  841.831      843.461      871.667
