IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter08/window_1_08/window_1_08_075_1.fa -T 1 --quiet --redo -blmin 0.0238095238095238
Seed:    307390 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:42:00 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter08/window_1_08/window_1_08_075_1.fa ... Fasta format detected
Reading fasta file: done in 2.92808e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 42 columns, 14 distinct patterns
4 parsimony-informative, 10 singleton sites, 28 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.70877e-06 secs
   1  hg38       0.00%    passed     69.26%
   2  gorGor3    0.00%    passed     60.12%
   3  panTro4    0.00%    passed     91.42%
   4  ponAbe2    0.00%    passed     83.87%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=2)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -106.550
Optimal log-likelihood: -106.513
Rate parameters:  A-C: 0.93302  A-G: 1.00000  A-T: 1.46662  C-G: 1.00000  C-T: 0.99446  G-T: 1.00000
Base frequencies:  A: 0.167  C: 0.387  G: 0.000  T: 0.446
Warning! Some parameters hit the boundaries
Proportion of invariable sites: 0.341
Gamma shape alpha: 2.670
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.001 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 42 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         107.236      13  240.471      253.471      263.061
  2  GTR+F+I       106.461      14  240.923      256.478      265.250
  3  GTR+F+G4      106.626      14  241.252      256.808      265.580
  4  GTR+F+I+G4    106.501      15  243.003      261.464      269.068
  5  GTR+F+R2      106.611      15  243.222      261.683      269.287
  6  GTR+F+R3      106.704      17  247.407      272.907      276.947
 14  GTR+F+I+R2    106.511      16  245.022      266.782      272.824
 15  GTR+F+I+R3    106.473      18  248.946      278.685      280.224
 23  SYM           124.069      10  268.138      275.234      285.514
 24  SYM+I         122.922      11  267.845      276.645      286.959
 25  SYM+G4        122.948      11  267.895      276.695      287.010
 26  SYM+I+G4      122.941      12  269.881      280.640      290.733
 27  SYM+R2        123.077      12  270.154      280.913      291.007
 36  SYM+I+R2      122.860      13  271.720      284.720      294.309
 45  TVM+F         107.193      12  238.386      249.145      259.238
 46  TVM+F+I       106.489      13  238.978      251.978      261.568
 47  TVM+F+G4      106.590      13  239.180      252.180      261.770
 48  TVM+F+I+G4    106.488      14  240.975      256.531      265.302
 49  TVM+F+R2      106.599      14  241.197      256.753      265.525
 58  TVM+F+I+R2    106.506      15  243.012      261.473      269.077
 67  TVMe          125.472      9   268.944      274.569      284.583
 68  TVMe+I        124.945      10  269.890      276.987      287.267
 69  TVMe+G4       125.080      10  270.160      277.256      287.536
 70  TVMe+I+G4     124.946      11  271.891      280.691      291.006
 71  TVMe+R2       125.015      11  272.029      280.829      291.144
 80  TVMe+I+R2     125.022      12  274.045      284.804      294.897
 89  TIM3+F        107.273      11  236.547      245.347      255.661
 90  TIM3+F+I      106.517      12  237.033      247.792      257.885
 91  TIM3+F+G4     106.691      12  237.382      248.140      258.234
 92  TIM3+F+I+G4   106.546      13  239.092      252.092      261.682
 93  TIM3+F+R2     106.643      13  239.287      252.287      261.876
102  TIM3+F+I+R2   106.559      14  241.118      256.673      265.445
111  TIM3e         128.873      8   273.745      278.109      287.647
112  TIM3e+I       127.547      9   273.094      278.719      288.733
113  TIM3e+G4      127.510      9   273.019      278.644      288.658
114  TIM3e+I+G4    127.506      10  275.013      282.109      292.389
115  TIM3e+R2      127.724      10  275.448      282.545      292.825
124  TIM3e+I+R2    127.576      11  277.152      285.952      296.266
133  TIM2+F        107.448      11  236.897      245.697      256.011
134  TIM2+F+I      106.731      12  237.462      248.221      258.314
135  TIM2+F+G4     106.906      12  237.812      248.571      258.664
136  TIM2+F+I+G4   106.790      13  239.580      252.580      262.170
137  TIM2+F+R2     106.847      13  239.693      252.693      262.283
146  TIM2+F+I+R2   106.789      14  241.577      257.133      265.905
