IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_10/window_1_10_075_2.fa -T 1 --quiet --redo -blmin 0.00408163265306122
Seed:    65915 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:59 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_10/window_1_10_075_2.fa ... Fasta format detected
Reading fasta file: done in 3.55542e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 245 columns, 33 distinct patterns
13 parsimony-informative, 54 singleton sites, 178 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 6.82473e-06 secs
   1  hg38       0.00%    passed     99.79%
   2  gorGor3    0.00%    passed     78.47%
   3  panTro4    0.00%    passed     75.91%
   4  ponAbe2    0.00%    passed     87.91%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -626.036
Optimal log-likelihood: -625.874
Rate parameters:  A-C: 13.51326  A-G: 80.15150  A-T: 0.00010  C-G: 0.00010  C-T: 100.00000  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.295  C: 0.336  G: 0.111  T: 0.258
Proportion of invariable sites: 0.346
Gamma shape alpha: 1.065
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.004 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 245 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         631.868      13  1289.737     1291.312     1335.253
  2  GTR+F+I       626.324      14  1280.649     1282.475     1329.667
  3  GTR+F+G4      625.709      14  1279.419     1281.245     1328.437
  4  GTR+F+I+G4    625.755      15  1281.510     1283.606     1334.029
  5  GTR+F+R2      626.436      15  1282.872     1284.968     1335.391
  6  GTR+F+R3      625.721      17  1285.443     1288.139     1344.964
 14  GTR+F+I+R2    625.887      16  1283.773     1286.159     1339.794
 15  GTR+F+I+R3    625.872      18  1287.744     1290.771     1350.767
 23  SYM           648.732      10  1317.465     1318.405     1352.477
 24  SYM+I         644.808      11  1311.616     1312.749     1350.129
 25  SYM+G4        644.238      11  1310.476     1311.609     1348.990
 26  SYM+I+G4      644.338      12  1312.677     1314.021     1354.692
 27  SYM+R2        644.582      12  1313.165     1314.510     1355.180
 45  TVM+F         632.016      12  1288.032     1289.377     1330.047
 46  TVM+F+I       626.613      13  1279.225     1280.801     1324.742
 47  TVM+F+G4      626.090      13  1278.181     1279.756     1323.697
 48  TVM+F+I+G4    626.114      14  1280.228     1282.054     1329.246
 49  TVM+F+R2      626.437      14  1280.875     1282.701     1329.893
 67  TVMe          652.225      9   1322.450     1323.216     1353.962
 68  TVMe+I        648.035      10  1316.069     1317.009     1351.082
 69  TVMe+G4       647.641      10  1315.281     1316.221     1350.294
 70  TVMe+I+G4     647.686      11  1317.372     1318.505     1355.886
 71  TVMe+R2       647.880      11  1317.760     1318.893     1356.274
 89  TIM3+F        635.529      11  1293.059     1294.192     1331.573
 90  TIM3+F+I      628.964      12  1281.928     1283.273     1323.943
 91  TIM3+F+G4     628.457      12  1280.915     1282.260     1322.930
 92  TIM3+F+I+G4   628.483      13  1282.965     1284.541     1328.482
 93  TIM3+F+R2     628.829      13  1283.658     1285.234     1329.175
111  TIM3e         658.351      8   1332.702     1333.312     1360.712
112  TIM3e+I       652.870      9   1323.740     1324.506     1355.251
113  TIM3e+G4      652.298      9   1322.596     1323.362     1354.107
114  TIM3e+I+G4    652.275      10  1324.551     1325.491     1359.563
115  TIM3e+R2      652.656      10  1325.312     1326.252     1360.325
133  TIM2+F        634.031      11  1290.063     1291.196     1328.576
134  TIM2+F+I      628.192      12  1280.383     1281.728     1322.398
135  TIM2+F+G4     627.511      12  1279.023     1280.368     1321.038
136  TIM2+F+I+G4   627.737      13  1281.474     1283.049     1326.990
137  TIM2+F+R2     627.481      13  1280.962     1282.538     1326.478
155  TIM2e         651.582      8   1319.164     1319.775     1347.175
