IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_08/window_1_08_075_2.fa -T 1 --quiet --redo -blmin 0.0123456790123457
Seed:    870777 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:54 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_08/window_1_08_075_2.fa ... Fasta format detected
Reading fasta file: done in 3.23355e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 81 columns, 14 distinct patterns
1 parsimony-informative, 10 singleton sites, 70 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.79655e-06 secs
   1  hg38       0.00%    passed     97.13%
   2  gorGor3    0.00%    passed     90.24%
   3  panTro4    0.00%    passed     92.79%
   4  ponAbe2    0.00%    passed     87.29%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -167.003
Optimal log-likelihood: -166.924
Rate parameters:  A-C: 9.22390  A-G: 100.00000  A-T: 51.50302  C-G: 0.00010  C-T: 88.46580  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.327  C: 0.386  G: 0.111  T: 0.176
Proportion of invariable sites: 0.409
Gamma shape alpha: 0.551
Parameters optimization took 1 rounds (0.002 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 81 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         168.235      13  362.470      367.903      393.598
  2  GTR+F+I       166.900      14  361.799      368.163      395.321
  3  GTR+F+G4      166.907      14  361.814      368.178      395.336
  4  GTR+F+I+G4    166.896      15  363.791      371.176      399.708
  5  GTR+F+R2      167.208      15  364.416      371.801      400.333
  6  GTR+F+R3      166.845      17  367.691      377.405      408.396
 14  GTR+F+I+R2    166.614      16  365.229      373.729      403.540
 15  GTR+F+I+R3    166.520      18  369.041      380.073      412.141
 23  SYM           176.743      10  373.486      376.629      397.430
 24  SYM+I         175.656      11  373.311      377.138      399.650
 25  SYM+G4        175.666      11  373.331      377.157      399.670
 26  SYM+I+G4      175.633      12  375.267      379.855      404.000
 27  SYM+R2        175.822      12  375.644      380.232      404.378
 36  SYM+I+R2      175.348      13  376.695      382.128      407.823
 45  TVM+F         167.955      12  359.910      364.498      388.643
 46  TVM+F+I       166.620      13  359.240      364.673      390.368
 47  TVM+F+G4      166.624      13  359.248      364.681      390.376
 48  TVM+F+I+G4    166.612      14  361.225      367.589      394.747
 49  TVM+F+R2      166.964      14  361.928      368.291      395.450
 58  TVM+F+I+R2    166.581      15  363.162      370.547      399.079
 67  TVMe          176.747      9   371.495      374.030      393.045
 68  TVMe+I        175.314      10  370.627      373.770      394.572
 69  TVMe+G4       175.322      10  370.643      373.786      394.588
 70  TVMe+I+G4     175.340      11  372.680      376.506      399.019
 71  TVMe+R2       175.709      11  373.418      377.244      399.756
 80  TVMe+I+R2     175.395      12  374.790      379.378      403.523
 89  TIM3+F        168.505      11  359.011      362.837      385.350
 90  TIM3+F+I      166.728      12  357.457      362.045      386.190
 91  TIM3+F+G4     166.742      12  357.483      362.071      386.216
 92  TIM3+F+I+G4   166.782      13  359.564      364.997      390.692
 93  TIM3+F+R2     167.162      13  360.325      365.757      391.452
102  TIM3+F+I+R2   166.826      14  361.651      368.015      395.174
111  TIM3e         177.737      8   371.475      373.475      390.630
112  TIM3e+I       176.476      9   370.953      373.488      392.503
