IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_08/window_1_08_05_2.fa -T 1 --quiet --redo -blmin 0.00613496932515337
Seed:    387452 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:54 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_08/window_1_08_05_2.fa ... Fasta format detected
Reading fasta file: done in 4.14997e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 163 columns, 25 distinct patterns
7 parsimony-informative, 27 singleton sites, 129 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.85616e-06 secs
   1  hg38       0.00%    passed     96.85%
   2  gorGor3    0.00%    passed     72.77%
   3  panTro4    0.00%    passed     86.54%
   4  ponAbe2    0.00%    passed     91.57%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -358.697
Optimal log-likelihood: -358.119
Rate parameters:  A-C: 0.73209  A-G: 98.74921  A-T: 5.47456  C-G: 0.00010  C-T: 42.02793  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.330  C: 0.416  G: 0.071  T: 0.184
Proportion of invariable sites: 0.372
Gamma shape alpha: 0.729
Parameters optimization took 1 rounds (0.002 sec)
Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 163 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         362.179      13  750.357      752.800      790.576
  2  GTR+F+I       358.161      14  744.322      747.160      787.635
  3  GTR+F+G4      358.298      14  744.596      747.434      787.909
  4  GTR+F+I+G4    358.356      15  746.711      749.977      793.118
  5  GTR+F+R2      358.323      15  746.647      749.912      793.053
  6  GTR+F+R3      358.268      17  750.535      754.756      803.129
 14  GTR+F+I+R2    358.031      16  748.062      751.788      797.562
 15  GTR+F+I+R3    358.069      18  752.138      756.888      807.826
 23  SYM           391.026      10  802.051      803.499      832.989
 24  SYM+I         389.444      11  800.889      802.637      834.920
 25  SYM+G4        389.587      11  801.175      802.923      835.206
 26  SYM+I+G4      389.562      12  803.124      805.204      840.249
 27  SYM+R2        389.453      12  802.906      804.986      840.031
 36  SYM+I+R2      389.492      13  804.984      807.427      845.203
 45  TVM+F         362.651      12  749.302      751.382      786.427
 46  TVM+F+I       359.053      13  744.107      746.550      784.326
 47  TVM+F+G4      358.965      13  743.930      746.373      784.149
 48  TVM+F+I+G4    358.938      14  745.877      748.714      789.189
 49  TVM+F+R2      359.070      14  746.140      748.978      789.453
 58  TVM+F+I+R2    358.972      15  747.945      751.210      794.351
 67  TVMe          391.929      9   801.857      803.034      829.701
 68  TVMe+I        390.061      10  800.122      801.570      831.060
 69  TVMe+G4       390.050      10  800.100      801.547      831.037
 70  TVMe+I+G4     389.995      11  801.991      803.739      836.022
 71  TVMe+R2       389.898      11  801.796      803.544      835.827
