IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter05/window_1_08/window_1_08_025_1.fa -T 1 --quiet --redo -blmin 0.0204081632653061
Seed:    493962 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:49 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter05/window_1_08/window_1_08_025_1.fa ... Fasta format detected
Reading fasta file: done in 3.35276e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 49 columns, 11 distinct patterns
1 parsimony-informative, 6 singleton sites, 42 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.55976e-06 secs
   1  hg38       0.00%    passed     91.43%
   2  gorGor3    0.00%    passed     97.55%
   3  panTro4    0.00%    passed     99.68%
   4  ponAbe2    0.00%    passed     72.70%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -104.423
Optimal log-likelihood: -103.948
Rate parameters:  A-C: 0.70077  A-G: 6.55703  A-T: 1.42439  C-G: 0.39584  C-T: 0.00010  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.265  C: 0.357  G: 0.133  T: 0.245
Proportion of invariable sites: 0.440
Gamma shape alpha: 1.130
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.002 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 49 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         105.215      13  236.430      246.830      261.023
  2  GTR+F+I       104.090      14  236.180      248.533      262.666
  3  GTR+F+G4      103.906      14  235.812      248.165      262.297
  4  GTR+F+I+G4    103.837      15  237.675      252.220      266.052
  5  GTR+F+R2      103.925      15  237.851      252.396      266.228
  6  GTR+F+R3      103.796      17  241.592      261.334      273.753
 14  GTR+F+I+R2    103.843      16  239.686      256.686      269.956
 15  GTR+F+I+R3    103.818      18  243.637      266.437      277.690
 23  SYM           108.292      10  236.584      242.373      255.502
 24  SYM+I         107.266      11  236.533      243.668      257.343
 25  SYM+G4        107.238      11  236.475      243.611      257.285
 26  SYM+I+G4      107.231      12  238.461      247.128      261.163
 27  SYM+R2        107.370      12  238.739      247.406      261.441
 36  SYM+I+R2      107.230      13  240.459      250.859      265.053
 45  TVM+F         109.276      12  242.552      251.219      265.254
 46  TVM+F+I       107.205      13  240.410      250.810      265.003
 47  TVM+F+G4      107.207      13  240.413      250.813      265.007
 48  TVM+F+I+G4    107.188      14  242.377      254.729      268.862
 49  TVM+F+R2      107.760      14  243.520      255.873      270.005
 58  TVM+F+I+R2    107.491      15  244.981      259.527      273.359
 67  TVMe          111.353      9   240.706      245.321      257.732
 68  TVMe+I        109.561      10  239.122      244.911      258.040
 69  TVMe+G4       109.561      10  239.122      244.912      258.040
 70  TVMe+I+G4     109.514      11  241.028      248.163      261.838
