IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_025_1.fa -T 1 --quiet --redo -blmin 0.0153846153846154
Seed:    344603 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:38 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_025_1.fa ... Fasta format detected
Reading fasta file: done in 3.13669e-05 secs using 89.27% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 65 columns, 15 distinct patterns
3 parsimony-informative, 9 singleton sites, 53 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.33462e-06 secs using 74.98% CPU
   1  hg38       0.00%    passed     98.11%
   2  gorGor3    1.54%    passed     77.36%
   3  panTro4    1.54%    passed     91.22%
   4  ponAbe2    1.54%    passed     99.24%
****  TOTAL      1.15%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -148.635
Optimal log-likelihood: -148.578
Rate parameters:  A-C: 0.92261  A-G: 3.85812  A-T: 0.36674  C-G: 0.00010  C-T: 4.51336  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.311  C: 0.311  G: 0.187  T: 0.191
Proportion of invariable sites: 0.386
Gamma shape alpha: 1.420
Parameters optimization took 1 rounds (0.002 sec)
Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 65 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         149.189      13  324.378      331.516      352.645
  2  GTR+F+I       147.786      14  323.571      331.971      354.013
  3  GTR+F+G4      147.794      14  323.589      331.989      354.030
  4  GTR+F+I+G4    147.787      15  325.575      335.371      358.191
  5  GTR+F+R2      147.859      15  325.719      335.515      358.335
  6  GTR+F+R3      147.950      17  329.901      342.922      366.865
 14  GTR+F+I+R2    147.734      16  327.468      338.801      362.258
 15  GTR+F+I+R3    147.732      18  331.464      346.334      370.603
 23  SYM           151.133      10  322.267      326.341      344.010
 24  SYM+I         150.019      11  322.037      327.019      345.956
 25  SYM+G4        150.022      11  322.044      327.025      345.963
 26  SYM+I+G4      150.033      12  324.066      330.066      350.159
 27  SYM+R2        150.249      12  324.498      330.498      350.590
 36  SYM+I+R2      150.019      13  326.038      333.175      354.305
 45  TVM+F         148.610      12  321.220      327.220      347.313
 46  TVM+F+I       147.791      13  321.581      328.719      349.849
 47  TVM+F+G4      147.792      13  321.584      328.722      349.851
 48  TVM+F+I+G4    147.792      14  323.584      331.984      354.025
 49  TVM+F+R2      147.877      14  323.755      332.155      354.196
 58  TVM+F+I+R2    147.787      15  325.574      335.369      358.189
 67  TVMe          151.212      9   320.424      323.697      339.994
 68  TVMe+I        150.149      10  320.299      324.373      342.043
 69  TVMe+G4       150.114      10  320.229      324.303      341.973
 70  TVMe+I+G4     150.113      11  322.225      327.206      346.144
 71  TVMe+R2       150.270      11  322.539      327.520      346.457
 80  TVMe+I+R2     150.114      12  324.227      330.227      350.320
 89  TIM3+F        149.909      11  321.818      326.799      345.736
 90  TIM3+F+I      148.953      12  321.907      327.907      347.999
 91  TIM3+F+G4     148.920      12  321.839      327.839      347.932
 92  TIM3+F+I+G4   148.861      13  323.721      330.859      351.988
 93  TIM3+F+R2     149.058      13  324.116      331.253      352.383
102  TIM3+F+I+R2   148.917      14  325.834      334.234      356.275
111  TIM3e         152.789      8   321.578      324.149      338.973
112  TIM3e+I       151.537      9   321.075      324.347      340.644
113  TIM3e+G4      151.509      9   321.018      324.290      340.587
114  TIM3e+I+G4    151.484      10  322.968      327.042      344.711
115  TIM3e+R2      151.729      10  323.458      327.532      345.202
