IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa -T 1 --quiet --redo -blmin 0.00775193798449612
Seed:    890391 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:38 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa ... Fasta format detected
Reading fasta file: done in 2.88188e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 129 columns, 18 distinct patterns
4 parsimony-informative, 20 singleton sites, 105 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.0813e-06 secs
   1  hg38       0.00%    passed     97.01%
   2  gorGor3    0.00%    passed     91.75%
   3  panTro4    0.00%    passed     93.66%
   4  ponAbe2    0.00%    passed     99.22%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -275.780
Optimal log-likelihood: -275.466
Rate parameters:  A-C: 3.91137  A-G: 100.00000  A-T: 0.00010  C-G: 0.00010  C-T: 81.90760  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.308  C: 0.293  G: 0.114  T: 0.285
Proportion of invariable sites: 0.388
Gamma shape alpha: 998.438
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.004 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 129 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         275.627      13  577.253      580.419      614.431
  2  GTR+F+I       275.447      14  578.894      582.578      618.931
  3  GTR+F+G4      275.468      14  578.936      582.620      618.973
  4  GTR+F+I+G4    275.448      15  580.896      585.144      623.793
  5  GTR+F+R2      275.440      15  580.881      585.129      623.778
  6  GTR+F+R3      275.461      17  584.922      590.436      633.539
 14  GTR+F+I+R2    275.380      16  582.760      587.617      628.517
 15  GTR+F+I+R3    275.350      18  586.700      592.918      638.177
 23  SYM           284.481      10  588.962      590.826      617.560
 24  SYM+I         284.193      11  590.387      592.643      621.845
 25  SYM+G4        284.196      11  590.392      592.648      621.850
 26  SYM+I+G4      284.193      12  592.386      595.076      626.704
 27  SYM+R2        284.222      12  592.444      595.134      626.762
 45  TVM+F         275.776      12  575.553      578.242      609.871
 46  TVM+F+I       275.475      13  576.951      580.116      614.128
 47  TVM+F+G4      275.486      13  576.972      580.137      614.150
 48  TVM+F+I+G4    275.474      14  578.949      582.633      618.986
 49  TVM+F+R2      275.515      14  579.030      582.715      619.068
 67  TVMe          284.701      9   587.402      588.915      613.141
 68  TVMe+I        284.422      10  588.844      590.709      617.443
 69  TVMe+G4       284.433      10  588.867      590.731      617.465
 70  TVMe+I+G4     284.422      11  590.844      593.101      622.302
 71  TVMe+R2       284.451      11  590.901      593.158      622.359
 89  TIM3+F        276.183      11  574.367      576.623      605.825
 90  TIM3+F+I      275.880      12  575.760      578.450      610.078
 91  TIM3+F+G4     275.868      12  575.737      578.426      610.054
 92  TIM3+F+I+G4   275.859      13  577.718      580.883      614.896
 93  TIM3+F+R2     275.892      13  577.783      580.949      614.961
111  TIM3e         285.265      8   586.529      587.729      609.408
112  TIM3e+I       284.990      9   587.979      589.492      613.718
113  TIM3e+G4      285.001      9   588.001      589.514      613.740
114  TIM3e+I+G4    284.989      10  589.978      591.843      618.577
115  TIM3e+R2      285.005      10  590.011      591.875      618.609
133  TIM2+F        276.366      11  574.732      576.989      606.190
134  TIM2+F+I      276.055      12  576.110      578.800      610.428
135  TIM2+F+G4     276.069      12  576.138      578.828      610.456
136  TIM2+F+I+G4   276.053      13  578.106      581.272      615.284
137  TIM2+F+R2     276.064      13  578.128      581.293      615.306
155  TIM2e         285.278      8   586.557      587.757      609.435
156  TIM2e+I       284.981      9   587.962      589.474      613.700
157  TIM2e+G4      284.984      9   587.968      589.480      613.706
158  TIM2e+I+G4    284.981      10  589.962      591.826      618.560
159  TIM2e+R2      284.988      10  589.977      591.841      618.575
177  TIM+F         275.922      11  573.843      576.100      605.301
178  TIM+F+I       275.589      12  575.178      577.868      609.496
179  TIM+F+G4      275.601      12  575.201      577.891      609.519
180  TIM+F+I+G4    275.590      13  577.181      580.346      614.358
181  TIM+F+R2      275.606      13  577.212      580.378      614.390
199  TIMe          285.004      8   586.008      587.208      608.886
200  TIMe+I        284.643      9   587.287      588.799      613.025
201  TIMe+G4       284.624      9   587.247      588.760      612.985
202  TIMe+I+G4     284.618      10  589.235      591.100      617.833
203  TIMe+R2       284.616      10  589.231      591.096      617.829
221  TPM3u+F       276.286      10  572.573      574.437      601.171
222  TPM3u+F+I     275.975      11  573.951      576.207      605.409
223  TPM3u+F+G4    275.985      11  573.970      576.226      605.428
224  TPM3u+F+I+G4  275.976      12  575.952      578.642      610.270
225  TPM3u+F+R2    275.984      12  575.969      578.659      610.287
243  TPM3          285.365      7   584.731      585.656      604.749
244  TPM3+I        285.095      8   586.191      587.391      609.069
245  TPM3+G4       285.106      8   586.212      587.412      609.090
246  TPM3+I+G4     285.095      9   588.191      589.704      613.929
247  TPM3+R2       285.101      9   588.202      589.714      613.940
265  TPM2u+F       276.528      10  573.057      574.921      601.655
266  TPM2u+F+I     276.177      11  574.354      576.611      605.812
267  TPM2u+F+G4    276.164      11  574.328      576.585      605.786
268  TPM2u+F+I+G4  276.156      12  576.311      579.001      610.629
269  TPM2u+F+R2    276.171      12  576.342      579.032      610.660
287  TPM2          285.483      7   584.967      585.893      604.986
288  TPM2+I        285.163      8   586.325      587.525      609.204
289  TPM2+G4       285.171      8   586.341      587.541      609.220
290  TPM2+I+G4     285.164      9   588.328      589.841      614.067
291  TPM2+R2       285.172      9   588.344      589.857      614.082
309  K3Pu+F        276.025      10  572.050      573.914      600.648
310  K3Pu+F+I      275.676      11  573.352      575.609      604.810
311  K3Pu+F+G4     275.684      11  573.368      575.625      604.826
312  K3Pu+F+I+G4   275.678      12  575.355      578.045      609.673
313  K3Pu+F+R2     275.688      12  575.375      578.065      609.693
331  K3P           285.102      7   584.204      585.130      604.223
332  K3P+I         284.797      8   585.594      586.794      608.473
333  K3P+G4        284.807      8   585.615      586.815      608.493
334  K3P+I+G4      284.799      9   587.597      589.110      613.336
335  K3P+R2        284.805      9   587.610      589.123      613.349
353  TN+F          276.510      10  573.019      574.884      601.618
354  TN+F+I        276.170      11  574.340      576.597      605.798
355  TN+F+G4       276.182      11  574.364      576.621      605.822
356  TN+F+I+G4     276.170      12  576.340      579.030      610.658
357  TN+F+R2       276.171      12  576.342      579.032      610.660
375  TNe           285.514      7   585.029      585.954      605.047
376  TNe+I         285.200      8   586.399      587.599      609.278
377  TNe+G4        285.204      8   586.408      587.608      609.287
378  TNe+I+G4      285.200      9   588.401      589.913      614.139
379  TNe+R2        285.206      9   588.412      589.924      614.150
397  HKY+F         276.674      9   571.347      572.860      597.086
398  HKY+F+I       276.307      10  572.615      574.479      601.213
399  HKY+F+G4      276.295      10  572.590      574.454      601.188
400  HKY+F+I+G4    276.286      11  574.573      576.829      606.031
401  HKY+F+R2      276.299      11  574.599      576.855      606.057
419  K2P           285.782      6   583.563      584.252      600.722
420  K2P+I         285.451      7   584.902      585.828      604.921
421  K2P+G4        285.462      7   584.924      585.850      604.943
422  K2P+I+G4      285.453      8   586.907      588.107      609.785
423  K2P+R2        285.458      8   586.917      588.117      609.795
441  F81+F         301.200      8   618.401      619.601      641.279
442  F81+F+I       301.064      9   620.128      621.640      645.866
443  F81+F+G4      301.083      9   620.165      621.678      645.904
444  F81+F+I+G4    301.080      10  622.161      624.025      650.759
445  F81+F+R2      301.094      10  622.188      624.052      650.786
463  JC            309.644      5   629.288      629.776      643.587
464  JC+I          309.551      6   631.103      631.791      648.262
465  JC+G4         309.567      6   631.134      631.822      648.293
466  JC+I+G4       309.578      7   633.156      634.081      653.174
467  JC+R2         309.547      7   633.093      634.019      653.112
Akaike Information Criterion:           HKY+F
Corrected Akaike Information Criterion: HKY+F
Bayesian Information Criterion:         HKY+F
Best-fit model: HKY+F chosen according to BIC

All model information printed to /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa.model.gz
CPU time for ModelFinder: 0.065 seconds (0h:0m:0s)
Wall-clock time for ModelFinder: 0.080 seconds (0h:0m:0s)

NOTE: 0 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -301.149
2. Current log-likelihood: -276.657
Optimal log-likelihood: -276.657
Rate parameters:  A-C: 1.00000  A-G: 55.75253  A-T: 1.00000  C-G: 1.00000  C-T: 55.75253  G-T: 1.00000
Base frequencies:  A: 0.308  C: 0.293  G: 0.114  T: 0.285
Parameters optimization took 2 rounds (0.000 sec)
Wrote distance file to... 
Computing ML distances based on estimated model parameters...
Calculating distance matrix: done in 3.83556e-05 secs using 83.43% CPU
Computing ML distances took 0.000074 sec (of wall-clock time) 0.000065 sec (of CPU time)
Setting up auxiliary I and S matrices: done in 1.92821e-05 secs using 98.54% CPU
Computing RapidNJ tree took 0.000099 sec (of wall-clock time) 0.000272 sec (of CPU time)
Log-likelihood of RapidNJ tree: -279.766
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.006 second
Computing log-likelihood of 1 initial trees ... 0.000 seconds
Current best score: -276.657

Do NNI search on 3 best initial trees
Finish initializing candidate tree set (3)
Current best tree score: -276.657 / CPU time: 0.007
Number of iterations: 3
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 10 / LogL: -276.657 / Time: 0h:0m:0s
Iteration 20 / LogL: -276.826 / Time: 0h:0m:0s
Iteration 30 / LogL: -276.674 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 40 / LogL: -277.162 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 50 / LogL: -276.657 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 60 / LogL: -276.674 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 70 / LogL: -276.657 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 80 / LogL: -277.162 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 90 / LogL: -276.657 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 100 / LogL: -276.769 / Time: 0h:0m:0s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 101 ITERATIONS / Time: 0h:0m:0s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -276.657
Optimal log-likelihood: -276.657
Rate parameters:  A-C: 1.00000  A-G: 55.75271  A-T: 1.00000  C-G: 1.00000  C-T: 55.75271  G-T: 1.00000
Base frequencies:  A: 0.308  C: 0.293  G: 0.114  T: 0.285
Parameters optimization took 1 rounds (0.000 sec)
BEST SCORE FOUND : -276.657
Total tree length: 0.221

Total number of iterations: 101
CPU time used for tree search: 0.025 sec (0h:0m:0s)
Wall-clock time used for tree search: 0.019 sec (0h:0m:0s)
Total CPU time used: 0.100 sec (0h:0m:0s)
Total wall-clock time used: 0.110 sec (0h:0m:0s)

Analysis results written to: 
  IQ-TREE report:                /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa.iqtree
  Maximum-likelihood tree:       /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa.treefile
  Likelihood distances:          /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa.mldist
  Screen log file:               /home/jeremias//chrM/split/iter04/window_1_02/window_1_02_05_2.fa.log

Date and Time: Thu Jun 25 05:41:39 2026
