IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter03/window_1_01/window_1_01_075_2.fa -T 1 --quiet --redo -blmin 0.00128865979381443
Seed:    102109 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:32 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter03/window_1_01/window_1_01_075_2.fa ... Fasta format detected
Reading fasta file: done in 7.0855e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 776 columns, 35 distinct patterns
16 parsimony-informative, 102 singleton sites, 658 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 7.79331e-06 secs
   1  hg38       0.00%    passed     99.91%
   2  gorGor3    0.00%    passed     99.66%
   3  panTro4    0.00%    passed     99.14%
   4  ponAbe2    0.00%    passed     98.19%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -1617.875
Optimal log-likelihood: -1617.850
Rate parameters:  A-C: 3.64082  A-G: 35.17780  A-T: 1.79390  C-G: 1.99065  C-T: 100.00000  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.322  C: 0.258  G: 0.189  T: 0.231
Proportion of invariable sites: 0.414
Gamma shape alpha: 1.183
Parameters optimization took 1 rounds (0.002 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.007 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 776 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         1622.633     13  3271.266     3271.743     3331.770
  2  GTR+F+I       1618.146     14  3264.293     3264.845     3329.451
  3  GTR+F+G4      1617.906     14  3263.812     3264.364     3328.970
  4  GTR+F+I+G4    1617.837     15  3265.673     3266.305     3335.486
  5  GTR+F+R2      1618.703     15  3267.407     3268.038     3337.219
  6  GTR+F+R3      1618.089     17  3270.178     3270.986     3349.299
 14  GTR+F+I+R2    1618.172     16  3268.344     3269.061     3342.810
 15  GTR+F+I+R3    1617.965     18  3271.930     3272.833     3355.704
 23  SYM           1636.525     10  3293.051     3293.338     3339.592
 24  SYM+I         1632.578     11  3287.156     3287.502     3338.352
 25  SYM+G4        1632.407     11  3286.815     3287.160     3338.011
 26  SYM+I+G4      1632.375     12  3288.751     3289.160     3344.601
 27  SYM+R2        1632.890     12  3289.780     3290.188     3345.629
 45  TVM+F         1633.337     12  3290.674     3291.082     3346.523
 46  TVM+F+I       1627.238     13  3280.476     3280.953     3340.980
 47  TVM+F+G4      1627.044     13  3280.087     3280.565     3340.591
 48  TVM+F+I+G4    1626.908     14  3281.815     3282.367     3346.974
 49  TVM+F+R2      1628.524     14  3285.048     3285.600     3350.206
 67  TVMe          1647.866     9   3313.731     3313.966     3355.619
 68  TVMe+I        1643.060     10  3306.120     3306.408     3352.662
 69  TVMe+G4       1642.937     10  3305.873     3306.161     3352.415
 70  TVMe+I+G4     1642.879     11  3307.758     3308.104     3358.954
 71  TVMe+R2       1643.681     11  3309.362     3309.708     3360.558
 89  TIM3+F        1623.625     11  3269.250     3269.596     3320.446
 90  TIM3+F+I      1618.596     12  3261.193     3261.601     3317.042
 91  TIM3+F+G4     1618.242     12  3260.485     3260.894     3316.334
 92  TIM3+F+I+G4   1618.145     13  3262.291     3262.768     3322.795
 93  TIM3+F+R2     1619.082     13  3264.164     3264.641     3324.668
111  TIM3e         1637.971     8   3291.942     3292.130     3329.176
112  TIM3e+I       1633.543     9   3285.086     3285.321     3326.974
113  TIM3e+G4      1633.265     9   3284.529     3284.764     3326.416
114  TIM3e+I+G4    1633.226     10  3286.452     3286.740     3332.994
115  TIM3e+R2      1633.774     10  3287.548     3287.835     3334.089
133  TIM2+F        1623.259     11  3268.517     3268.863     3319.713
134  TIM2+F+I      1618.565     12  3261.130     3261.539     3316.980
135  TIM2+F+G4     1618.292     12  3260.584     3260.993     3316.434
136  TIM2+F+I+G4   1618.237     13  3262.473     3262.951     3322.977
137  TIM2+F+R2     1618.800     13  3263.600     3264.078     3324.104
155  TIM2e         1637.125     8   3290.250     3290.437     3327.483
156  TIM2e+I       1632.928     9   3283.857     3284.092     3325.744
157  TIM2e+G4      1632.770     9   3283.539     3283.774     3325.427
158  TIM2e+I+G4    1632.747     10  3285.495     3285.782     3332.036
159  TIM2e+R2      1633.016     10  3286.033     3286.321     3332.574
177  TIM+F         1624.101     11  3270.201     3270.547     3321.397
178  TIM+F+I       1619.167     12  3262.334     3262.743     3318.184
179  TIM+F+G4      1618.878     12  3261.756     3262.164     3317.605
180  TIM+F+I+G4    1618.801     13  3263.602     3264.080     3324.106
181  TIM+F+R2      1619.370     13  3264.741     3265.219     3325.245
199  TIMe          1638.552     8   3293.104     3293.292     3330.338
200  TIMe+I        1634.181     9   3286.362     3286.597     3328.249
201  TIMe+G4       1633.966     9   3285.931     3286.166     3327.819
202  TIMe+I+G4     1633.930     10  3287.859     3288.147     3334.401
203  TIMe+R2       1634.254     10  3288.508     3288.796     3335.050
221  TPM3u+F       1634.446     10  3288.892     3289.180     3335.434
222  TPM3u+F+I     1627.615     11  3277.231     3277.576     3328.427
223  TPM3u+F+G4    1627.391     11  3276.783     3277.128     3327.978
224  TPM3u+F+I+G4  1627.178     12  3278.357     3278.766     3334.206
225  TPM3u+F+R2    1628.536     12  3281.073     3281.482     3336.923
243  TPM3          1649.472     7   3312.944     3313.090     3345.523
244  TPM3+I        1644.141     8   3304.282     3304.470     3341.515
245  TPM3+G4       1643.948     8   3303.895     3304.083     3341.128
246  TPM3+I+G4     1643.816     9   3305.631     3305.866     3347.519
247  TPM3+R2       1644.431     9   3306.862     3307.097     3348.750
265  TPM2u+F       1634.111     10  3288.222     3288.509     3334.763
266  TPM2u+F+I     1627.824     11  3277.647     3277.993     3328.843
267  TPM2u+F+G4    1627.649     11  3277.298     3277.643     3328.493
268  TPM2u+F+I+G4  1627.494     12  3278.987     3279.396     3334.837
269  TPM2u+F+R2    1628.337     12  3280.674     3281.083     3336.524
287  TPM2          1648.675     7   3311.349     3311.495     3343.928
288  TPM2+I        1643.674     8   3303.347     3303.535     3340.580
289  TPM2+G4       1643.556     8   3303.112     3303.300     3340.346
290  TPM2+I+G4     1643.488     9   3304.976     3305.211     3346.863
291  TPM2+R2       1643.792     9   3305.584     3305.819     3347.472
309  K3Pu+F        1634.953     10  3289.906     3290.193     3336.447
310  K3Pu+F+I      1628.109     11  3278.217     3278.563     3329.413
311  K3Pu+F+G4     1627.933     11  3277.866     3278.212     3329.062
312  K3Pu+F+I+G4   1627.735     12  3279.470     3279.879     3335.320
313  K3Pu+F+R2     1628.640     12  3281.281     3281.690     3337.130
331  K3P           1650.063     7   3314.127     3314.273     3346.706
332  K3P+I         1644.710     8   3305.420     3305.608     3342.653
333  K3P+G4        1644.567     8   3305.135     3305.322     3342.368
334  K3P+I+G4      1644.440     9   3306.880     3307.115     3348.767
335  K3P+R2        1644.837     9   3307.673     3307.908     3349.561
353  TN+F          1624.107     10  3268.215     3268.503     3314.756
354  TN+F+I        1619.146     11  3260.292     3260.637     3311.487
355  TN+F+G4       1618.848     11  3259.695     3260.041     3310.891
356  TN+F+I+G4     1618.703     12  3261.406     3261.815     3317.256
357  TN+F+R2       1619.039     12  3262.078     3262.487     3317.928
375  TNe           1638.584     7   3291.168     3291.314     3323.747
376  TNe+I         1634.203     8   3284.406     3284.593     3321.639
377  TNe+G4        1633.984     8   3283.968     3284.156     3321.201
378  TNe+I+G4      1633.926     9   3285.853     3286.088     3327.740
379  TNe+R2        1634.076     9   3286.153     3286.388     3328.040
397  HKY+F         1634.952     9   3287.905     3288.140     3329.792
398  HKY+F+I       1628.139     10  3276.278     3276.565     3322.819
399  HKY+F+G4      1627.934     10  3275.869     3276.156     3322.410
400  HKY+F+I+G4    1627.722     11  3277.445     3277.790     3328.640
401  HKY+F+R2      1628.420     11  3278.841     3279.186     3330.036
419  K2P           1650.061     6   3312.123     3312.232     3340.048
420  K2P+I         1644.732     7   3303.463     3303.609     3336.042
421  K2P+G4        1644.577     7   3303.153     3303.299     3335.732
422  K2P+I+G4      1644.453     8   3304.906     3305.093     3342.139
423  K2P+R2        1644.720     8   3305.441     3305.628     3342.674
441  F81+F         1736.608     8   3489.217     3489.405     3526.450
442  F81+F+I       1734.578     9   3487.157     3487.392     3529.044
443  F81+F+G4      1734.645     9   3487.290     3487.525     3529.178
444  F81+F+I+G4    1734.613     10  3489.225     3489.513     3535.767
445  F81+F+R2      1734.869     10  3489.738     3490.025     3536.279
463  JC            1748.780     5   3507.559     3507.637     3530.830
464  JC+I          1746.831     6   3505.662     3505.772     3533.587
465  JC+G4         1746.866     6   3505.732     3505.841     3533.657
