IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_075_1.fa -T 1 --quiet --redo -blmin 0.0238095238095238
Seed:    277601 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:42:00 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_075_1.fa ... Fasta format detected
Reading fasta file: done in 3.94583e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 42 columns, 14 distinct patterns
5 parsimony-informative, 9 singleton sites, 28 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.52833e-06 secs
   1  hg38       0.00%    passed     85.32%
   2  gorGor3    0.00%    passed     93.10%
   3  panTro4    0.00%    passed     95.46%
   4  ponAbe2    0.00%    passed     97.09%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -110.195
Optimal log-likelihood: -110.160
Rate parameters:  A-C: 3.09164  A-G: 79.85265  A-T: 24.24909  C-G: 0.00010  C-T: 100.00000  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.321  C: 0.363  G: 0.077  T: 0.238
Proportion of invariable sites: 0.290
Gamma shape alpha: 998.439
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.006 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 42 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         110.266      13  246.533      259.533      269.123
  2  GTR+F+I       110.144      14  248.288      263.844      272.616
  3  GTR+F+G4      110.194      14  248.387      263.943      272.714
  4  GTR+F+I+G4    110.117      15  250.234      268.696      276.299
  5  GTR+F+R2      110.184      15  250.368      268.830      276.433
  6  GTR+F+R3      110.196      17  254.393      279.893      283.933
 14  GTR+F+I+R2    110.166      16  252.331      274.091      280.134
 15  GTR+F+I+R3    110.128      18  256.256      285.995      287.534
 23  SYM           116.764      10  253.529      260.625      270.905
 24  SYM+I         116.768      11  255.537      264.337      274.651
 25  SYM+G4        116.767      11  255.535      264.335      274.649
 26  SYM+I+G4      116.856      12  257.711      268.470      278.564
 27  SYM+R2        116.755      12  257.509      268.268      278.361
 45  TVM+F         110.295      12  244.591      255.349      265.443
 46  TVM+F+I       110.274      13  246.549      259.549      269.139
 47  TVM+F+G4      110.286      13  246.572      259.572      269.162
 48  TVM+F+I+G4    110.204      14  248.407      263.963      272.735
 49  TVM+F+R2      110.218      14  248.435      263.991      272.763
 67  TVMe          117.665      9   253.329      258.954      268.968
 68  TVMe+I        117.662      10  255.324      262.421      272.701
 69  TVMe+G4       117.664      10  255.328      262.425      272.705
 70  TVMe+I+G4     117.724      11  257.448      266.248      276.562
 71  TVMe+R2       117.689      11  257.377      266.177      276.491
 89  TIM3+F        110.943      11  243.886      252.686      263.000
 90  TIM3+F+I      110.934      12  245.867      256.626      266.719
 91  TIM3+F+G4     110.943      12  245.886      256.644      266.738
