IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa -T 1 --quiet --redo -blmin 0.024390243902439
Seed:    800288 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:59 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa ... Fasta format detected
Reading fasta file: done in 3.62694e-05 secs using 93.74% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 41 columns, 12 distinct patterns
4 parsimony-informative, 8 singleton sites, 29 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.63264e-06 secs using 106.5% CPU
   1  hg38       0.00%    passed     94.68%
   2  gorGor3    0.00%    passed     85.27%
   3  panTro4    0.00%    passed     99.37%
   4  ponAbe2    0.00%    passed     94.06%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -105.520
Optimal log-likelihood: -105.455
Rate parameters:  A-C: 0.00010  A-G: 4.70488  A-T: 1.06071  C-G: 2.92136  C-T: 6.43055  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.360  C: 0.311  G: 0.067  T: 0.262
Proportion of invariable sites: 0.316
Gamma shape alpha: 998.442
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.003 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 41 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         105.705      13  237.410      250.892      259.687
  2  GTR+F+I       105.365      14  238.730      254.883      262.720
  3  GTR+F+G4      105.496      14  238.992      255.146      262.982
  4  GTR+F+I+G4    105.347      15  240.694      259.894      266.397
  5  GTR+F+R2      105.437      15  240.873      260.073      266.577
  6  GTR+F+R3      105.449      17  244.898      271.507      274.029
 14  GTR+F+I+R2    105.353      16  242.707      265.374      270.124
 15  GTR+F+I+R3    105.312      18  246.623      277.714      277.467
 23  SYM           111.727      10  243.453      250.786      260.589
 24  SYM+I         111.558      11  245.116      254.220      263.965
 25  SYM+G4        111.580      11  245.160      254.264      264.010
 26  SYM+I+G4      111.542      12  247.083      258.226      267.646
 27  SYM+R2        111.510      12  247.020      258.163      267.583
 45  TVM+F         105.978      12  235.956      247.099      256.519
 46  TVM+F+I       105.586      13  237.172      250.653      259.448
 47  TVM+F+G4      105.769      13  237.537      251.019      259.814
 48  TVM+F+I+G4    105.602      14  239.203      255.357      263.193
 49  TVM+F+R2      105.671      14  239.342      255.496      263.332
 67  TVMe          113.507      9   245.013      250.820      260.435
 68  TVMe+I        112.993      10  245.987      253.320      263.123
 69  TVMe+G4       113.093      10  246.185      253.519      263.321
 70  TVMe+I+G4     113.058      11  248.115      257.219      266.964
 71  TVMe+R2       113.100      11  248.200      257.304      267.050
 89  TIM3+F        106.235      11  234.470      243.574      253.320
 90  TIM3+F+I      105.644      12  235.288      246.431      255.851
 91  TIM3+F+G4     105.794      12  235.589      246.732      256.152
 92  TIM3+F+I+G4   105.672      13  237.344      250.825      259.620
 93  TIM3+F+R2     105.722      13  237.444      250.926      259.721
111  TIM3e         111.821      8   239.641      244.141      253.350
112  TIM3e+I       111.595      9   241.189      246.996      256.611
113  TIM3e+G4      111.623      9   241.246      247.053      256.669
114  TIM3e+I+G4    111.592      10  243.183      250.516      260.319
115  TIM3e+R2      111.536      10  243.073      250.406      260.208
133  TIM2+F        107.209      11  236.419      245.522      255.268
134  TIM2+F+I      106.920      12  237.840      248.983      258.403
135  TIM2+F+G4     107.042      12  238.085      249.228      258.648
136  TIM2+F+I+G4   106.921      13  239.843      253.324      262.119
137  TIM2+F+R2     106.900      13  239.801      253.282      262.077
155  TIM2e         113.131      8   242.262      246.762      255.970
156  TIM2e+I       112.944      9   243.888      249.694      259.310
157  TIM2e+G4      112.926      9   243.852      249.659      259.274
158  TIM2e+I+G4    112.937      10  245.874      253.207      263.010
159  TIM2e+R2      112.910      10  245.820      253.154      262.956
177  TIM+F         106.027      11  234.053      243.157      252.903
178  TIM+F+I       105.619      12  235.239      246.382      255.802
179  TIM+F+G4      105.756      12  235.513      246.656      256.076
180  TIM+F+I+G4    105.650      13  237.300      250.781      259.576
181  TIM+F+R2      105.671      13  237.343      250.824      259.619
199  TIMe          111.785      8   239.570      244.070      253.279
200  TIMe+I        111.655      9   241.311      247.117      256.733
201  TIMe+G4       111.667      9   241.334      247.140      256.756
202  TIMe+I+G4     111.637      10  243.275      250.608      260.411
203  TIMe+R2       111.566      10  243.133      250.466      260.269
221  TPM3u+F       106.469      10  232.938      240.272      250.074
222  TPM3u+F+I     106.158      11  234.317      243.420      253.166
223  TPM3u+F+G4    106.314      11  234.628      243.731      253.477
224  TPM3u+F+I+G4  106.178      12  236.356      247.499      256.919
225  TPM3u+F+R2    106.081      12  236.161      247.304      256.724
243  TPM3          113.516      7   241.033      244.427      253.028
244  TPM3+I        113.033      8   242.067      246.567      255.775
245  TPM3+G4       113.148      8   242.296      246.796      256.004
246  TPM3+I+G4     113.107      9   244.214      250.020      259.636
247  TPM3+R2       113.087      9   244.174      249.981      259.596
265  TPM2u+F       107.468      10  234.935      242.269      252.071
266  TPM2u+F+I     107.127      11  236.253      245.357      255.102
267  TPM2u+F+G4    107.296      11  236.591      245.695      255.441
268  TPM2u+F+I+G4  107.162      12  238.324      249.467      258.887
269  TPM2u+F+R2    107.140      12  238.280      249.423      258.843
287  TPM2          115.092      7   244.183      247.577      256.178
288  TPM2+I        114.802      8   245.603      250.103      259.312
289  TPM2+G4       114.852      8   245.705      250.205      259.413
290  TPM2+I+G4     114.823      9   247.646      253.452      263.068
291  TPM2+R2       114.779      9   247.559      253.365      262.981
309  K3Pu+F        106.202      10  232.404      239.738      249.540
310  K3Pu+F+I      105.868      11  233.736      242.839      252.585
311  K3Pu+F+G4     106.033      11  234.066      243.169      252.915
312  K3Pu+F+I+G4   105.918      12  235.836      246.979      256.399
313  K3Pu+F+R2     105.874      12  235.749      246.891      256.311
331  K3P           113.847      7   241.694      245.088      253.689
332  K3P+I         113.605      8   243.211      247.711      256.919
333  K3P+G4        113.650      8   243.300      247.800      257.008
334  K3P+I+G4      113.622      9   245.243      251.050      260.666
335  K3P+R2        113.532      9   245.064      250.871      260.486
353  TN+F          107.647      10  235.293      242.627      252.429
354  TN+F+I        107.341      11  236.681      245.785      255.530
355  TN+F+G4       107.451      11  236.902      246.005      255.751
356  TN+F+I+G4     107.379      12  238.758      249.901      259.321
357  TN+F+R2       107.315      12  238.630      249.773      259.193
375  TNe           113.180      7   240.360      243.754      252.355
376  TNe+I         113.075      8   242.150      246.650      255.858
377  TNe+G4        113.070      8   242.141      246.641      255.849
378  TNe+I+G4      113.052      9   244.105      249.911      259.527
379  TNe+R2        112.966      9   243.932      249.738      259.354
397  HKY+F         107.786      9   233.571      239.378      248.993
398  HKY+F+I       107.490      10  234.979      242.313      252.115
399  HKY+F+G4      107.605      10  235.209      242.543      252.345
400  HKY+F+I+G4    107.533      11  237.066      246.169      255.915
401  HKY+F+R2      107.491      11  236.982      246.086      255.832
419  K2P           114.910      6   241.820      244.290      252.101
420  K2P+I         114.596      7   243.193      246.587      255.188
421  K2P+G4        114.649      7   243.299      246.693      255.294
422  K2P+I+G4      114.628      8   245.256      249.756      258.965
423  K2P+R2        114.629      8   245.257      249.757      258.966
441  F81+F         114.900      8   245.799      250.299      259.508
442  F81+F+I       114.684      9   247.368      253.175      262.791
443  F81+F+G4      114.759      9   247.518      253.325      262.941
444  F81+F+I+G4    114.712      10  249.424      256.757      266.560
445  F81+F+R2      114.710      10  249.420      256.754      266.556
463  JC            120.782      5   251.563      253.278      260.131
464  JC+I          120.634      6   253.268      255.739      263.550
465  JC+G4         120.668      6   253.336      255.806      263.617
466  JC+I+G4       120.643      7   255.286      258.680      267.281
467  JC+R2         120.628      7   255.256      258.650      267.251
Akaike Information Criterion:           K3Pu+F
Corrected Akaike Information Criterion: HKY+F
Bayesian Information Criterion:         HKY+F
Best-fit model: HKY+F chosen according to BIC

All model information printed to /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa.model.gz
CPU time for ModelFinder: 0.056 seconds (0h:0m:0s)
Wall-clock time for ModelFinder: 0.078 seconds (0h:0m:0s)

NOTE: 0 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -114.675
2. Current log-likelihood: -107.839
Optimal log-likelihood: -107.839
Rate parameters:  A-C: 1.00000  A-G: 9.30047  A-T: 1.00000  C-G: 1.00000  C-T: 9.30047  G-T: 1.00000
Base frequencies:  A: 0.360  C: 0.311  G: 0.067  T: 0.262
Parameters optimization took 2 rounds (0.000 sec)
Wrote distance file to... 
Computing ML distances based on estimated model parameters...
Calculating distance matrix: done in 3.2872e-05 secs using 91.26% CPU
Computing ML distances took 0.000068 sec (of wall-clock time) 0.000057 sec (of CPU time)
Setting up auxiliary I and S matrices: done in 5.15878e-05 secs using 81.41% CPU
Computing RapidNJ tree took 0.000166 sec (of wall-clock time) 0.000134 sec (of CPU time)
Log-likelihood of RapidNJ tree: -107.787
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 99 parsimony trees... 0.006 second
Computing log-likelihood of 2 initial trees ... 0.000 seconds
Current best score: -107.787

Do NNI search on 3 best initial trees
Estimate model parameters (epsilon = 0.100)
UPDATE BEST LOG-LIKELIHOOD: -107.765
Finish initializing candidate tree set (3)
Current best tree score: -107.765 / CPU time: 0.007
Number of iterations: 3
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
UPDATE BEST LOG-LIKELIHOOD: -107.765
UPDATE BEST LOG-LIKELIHOOD: -107.765
Iteration 10 / LogL: -107.765 / Time: 0h:0m:0s
Iteration 20 / LogL: -109.670 / Time: 0h:0m:0s
Iteration 30 / LogL: -107.805 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 40 / LogL: -107.765 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 50 / LogL: -110.447 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 60 / LogL: -107.765 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 70 / LogL: -107.805 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 80 / LogL: -109.670 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 90 / LogL: -110.447 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 100 / LogL: -107.765 / Time: 0h:0m:0s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 101 ITERATIONS / Time: 0h:0m:0s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -107.765
Optimal log-likelihood: -107.765
Rate parameters:  A-C: 1.00000  A-G: 9.49476  A-T: 1.00000  C-G: 1.00000  C-T: 9.49476  G-T: 1.00000
Base frequencies:  A: 0.360  C: 0.311  G: 0.067  T: 0.262
Parameters optimization took 1 rounds (0.000 sec)
BEST SCORE FOUND : -107.765
Total tree length: 0.394

Total number of iterations: 101
CPU time used for tree search: 0.025 sec (0h:0m:0s)
Wall-clock time used for tree search: 0.021 sec (0h:0m:0s)
Total CPU time used: 0.090 sec (0h:0m:0s)
Total wall-clock time used: 0.109 sec (0h:0m:0s)

Analysis results written to: 
  IQ-TREE report:                /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa.iqtree
  Maximum-likelihood tree:       /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa.treefile
  Likelihood distances:          /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa.mldist
  Screen log file:               /home/jeremias//chrM/split/iter08/window_1_07/window_1_07_025_2.fa.log

Date and Time: Thu Jun 25 05:41:59 2026
