IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_06/window_1_06_025_1.fa -T 1 --quiet --redo -blmin 0.00909090909090909
Seed:    53632 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_06/window_1_06_025_1.fa ... Fasta format detected
Reading fasta file: done in 3.11881e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 110 columns, 30 distinct patterns
4 parsimony-informative, 35 singleton sites, 71 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.82798e-06 secs
   1  hg38       0.00%    passed     95.73%
   2  gorGor3    0.00%    passed     85.96%
   3  panTro4    0.00%    passed     99.52%
   4  ponAbe2    0.00%    passed     92.18%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -309.113
Optimal log-likelihood: -309.029
Rate parameters:  A-C: 0.39933  A-G: 6.89057  A-T: 1.54449  C-G: 0.00010  C-T: 6.79509  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.332  C: 0.366  G: 0.095  T: 0.207
Proportion of invariable sites: 0.310
Gamma shape alpha: 1.957
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 110 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         311.412      13  648.824      652.616      683.931
  2  GTR+F+I       309.081      14  646.163      650.584      683.969
  3  GTR+F+G4      309.102      14  646.204      650.625      684.011
  4  GTR+F+I+G4    308.905      15  647.810      652.916      688.317
  5  GTR+F+R2      309.043      15  648.086      653.193      688.594
+R3 reinitialized from +R2 with factor 0.500
  6  GTR+F+R3      309.120      17  652.241      658.893      698.149
 14  GTR+F+I+R2    308.711      16  649.421      655.271      692.629
 15  GTR+F+I+R3    308.780      18  653.560      661.077      702.169
 23  SYM           325.503      10  671.006      673.228      698.011
 24  SYM+I         323.992      11  669.985      672.679      699.690
 25  SYM+G4        324.100      11  670.201      672.895      699.906
 26  SYM+I+G4      323.987      12  671.975      675.191      704.380
 27  SYM+R2        323.976      12  671.952      675.169      704.358
 36  SYM+I+R2      323.989      13  673.977      677.769      709.084
 45  TVM+F         310.705      12  645.411      648.627      677.817
 46  TVM+F+I       308.437      13  642.875      646.666      677.981
 47  TVM+F+G4      308.529      13  643.058      646.850      678.164
 48  TVM+F+I+G4    308.484      14  644.967      649.388      682.774
 49  TVM+F+R2      308.503      14  645.006      649.427      682.813
 58  TVM+F+I+R2    308.377      15  646.755      651.861      687.262
 67  TVMe          326.624      9   671.248      673.048      695.553
 68  TVMe+I        325.085      10  670.171      672.393      697.176
 69  TVMe+G4       325.389      10  670.778      673.000      697.783
