IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_09/window_1_09_075_2.fa -T 1 --quiet --redo -blmin 0.0121951219512195
Seed:    368857 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:58 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_09/window_1_09_075_2.fa ... Fasta format detected
Reading fasta file: done in 3.12626e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 82 columns, 14 distinct patterns
2 parsimony-informative, 15 singleton sites, 65 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.79817e-06 secs
   1  hg38       0.00%    passed     98.56%
   2  gorGor3    0.00%    passed     99.29%
   3  panTro4    0.00%    passed     96.64%
   4  ponAbe2    0.00%    passed     98.89%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -171.357
Optimal log-likelihood: -171.260
Rate parameters:  A-C: 2.75553  A-G: 38.28892  A-T: 4.17791  C-G: 0.00010  C-T: 100.00000  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.415  C: 0.338  G: 0.055  T: 0.192
Proportion of invariable sites: 0.350
Gamma shape alpha: 998.439
Parameters optimization took 1 rounds (0.002 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 82 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         170.845      13  367.691      373.044      398.978
  2  GTR+F+I       170.845      14  369.691      375.960      403.385
  3  GTR+F+G4      170.836      14  369.672      375.941      403.366
  4  GTR+F+I+G4    171.230      15  372.459      379.732      408.560
  5  GTR+F+R2      170.831      15  371.663      378.935      407.763
  6  GTR+F+R3      170.830      17  375.660      385.222      416.574
 14  GTR+F+I+R2    171.289      16  374.578      382.947      413.085
 15  GTR+F+I+R3    171.222      18  378.443      389.300      421.764
 23  SYM           185.907      10  391.814      394.912      415.881
 24  SYM+I         185.907      11  393.814      397.585      420.288
 25  SYM+G4        185.907      11  393.815      397.586      420.289
 26  SYM+I+G4      186.353      12  396.706      401.228      425.587
 27  SYM+R2        185.923      12  395.846      400.368      424.726
 45  TVM+F         171.882      12  367.765      372.286      396.645
 46  TVM+F+I       171.882      13  369.765      375.118      401.052
 47  TVM+F+G4      171.870      13  369.740      375.093      401.028
 48  TVM+F+I+G4    172.062      14  372.124      378.393      405.818
 49  TVM+F+R2      171.869      14  371.737      378.006      405.431
 67  TVMe          190.903      9   399.805      402.305      421.466
 68  TVMe+I        190.885      10  401.769      404.868      425.836
 69  TVMe+G4       190.876      10  401.752      404.851      425.819
 70  TVMe+I+G4     190.912      11  403.824      407.595      430.298
 71  TVMe+R2       190.799      11  403.598      407.369      430.072
 89  TIM3+F        171.116      11  364.232      368.004      390.706
