IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter07/window_1_09/window_1_09_025_1.fa -T 1 --quiet --redo -blmin 0.0121951219512195
Seed:    230310 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:57 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter07/window_1_09/window_1_09_025_1.fa ... Fasta format detected
Reading fasta file: done in 3.65824e-05 secs using 95.67% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 82 columns, 16 distinct patterns
1 parsimony-informative, 15 singleton sites, 66 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.78165e-06 secs using 86.48% CPU
   1  hg38       0.00%    passed     99.45%
   2  gorGor3    0.00%    passed     98.59%
   3  panTro4    0.00%    passed     89.01%
   4  ponAbe2    0.00%    passed     98.59%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -170.283
Optimal log-likelihood: -170.167
Rate parameters:  A-C: 0.02888  A-G: 100.00000  A-T: 2.91588  C-G: 0.00010  C-T: 14.78851  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.439  C: 0.326  G: 0.027  T: 0.207
Proportion of invariable sites: 0.355
Gamma shape alpha: 2.157
Parameters optimization took 1 rounds (0.001 sec)

WARNING: Estimated model parameters are at boundary that can cause numerical instability!

Time for fast ML tree search: 0.005 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 82 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         170.190      13  366.380      371.733      397.668
  2  GTR+F+I       170.135      14  368.269      374.538      401.963
  3  GTR+F+G4      169.442      14  366.883      373.152      400.577
  4  GTR+F+I+G4    169.946      15  369.892      377.165      405.993
  5  GTR+F+R2      169.201      15  368.402      375.675      404.503
  6  GTR+F+R3      168.918      17  371.836      381.399      412.750
 14  GTR+F+I+R2    169.543      16  371.087      379.456      409.594
 15  GTR+F+I+R3    169.137      18  374.274      385.131      417.594
 23  SYM           195.187      10  410.374      413.473      434.442
 24  SYM+I         193.401      11  408.801      412.573      435.275
 25  SYM+G4        193.346      11  408.691      412.463      435.165
 26  SYM+I+G4      193.258      12  410.517      415.039      439.398
 27  SYM+R2        194.048      12  412.095      416.617      440.976
 45  TVM+F         176.326      12  376.653      381.175      405.534
 46  TVM+F+I       173.531      13  373.063      378.416      404.350
 47  TVM+F+G4      172.825      13  371.649      377.002      402.937
 48  TVM+F+I+G4    172.720      14  373.441      379.709      407.135
 49  TVM+F+R2      173.001      14  374.002      380.271      407.696
 67  TVMe          195.216      9   408.433      410.933      430.093
 68  TVMe+I        193.477      10  406.955      410.053      431.022
 69  TVMe+G4       193.471      10  406.942      410.040      431.009
 70  TVMe+I+G4     193.374      11  408.747      412.518      435.221
 71  TVMe+R2       193.389      11  408.779      412.550      435.253
 89  TIM3+F        170.284      11  362.567      366.339      389.041
 90  TIM3+F+I      170.481      12  364.962      369.484      393.843
