IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_025_2.fa -T 1 --quiet --redo -blmin 0.00917431192660551
Seed:    233335 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_025_2.fa ... Fasta format detected
Reading fasta file: done in 3.10391e-05 secs using 93.43% CPU
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 109 columns, 19 distinct patterns
2 parsimony-informative, 21 singleton sites, 86 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 4.76837e-06 secs using 83.89% CPU
   1  hg38       0.00%    passed     97.96%
   2  gorGor3    0.00%    passed     99.89%
   3  panTro4    0.00%    passed     99.81%
   4  ponAbe2    0.00%    passed     98.02%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -249.755
Optimal log-likelihood: -249.739
Rate parameters:  A-C: 0.48606  A-G: 8.72530  A-T: 1.89775  C-G: 0.00010  C-T: 5.84218  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.294  C: 0.378  G: 0.106  T: 0.222
Proportion of invariable sites: 0.379
Gamma shape alpha: 998.432
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.004 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 109 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         249.985      13  525.970      529.801      560.957
  2  GTR+F+I       249.730      14  527.460      531.928      565.139
  3  GTR+F+G4      249.782      14  527.564      532.032      565.243
  4  GTR+F+I+G4    249.724      15  529.448      534.609      569.818
  5  GTR+F+R2      249.770      15  529.541      534.702      569.911
  6  GTR+F+R3      249.808      17  533.615      540.340      579.368
 14  GTR+F+I+R2    249.796      16  531.591      537.504      574.653
 15  GTR+F+I+R3    249.738      18  535.476      543.076      583.920
 23  SYM           260.231      10  540.462      542.707      567.375
 24  SYM+I         260.135      11  542.269      544.991      571.874
 25  SYM+G4        260.148      11  542.295      545.017      571.900
 26  SYM+I+G4      260.190      12  544.381      547.631      576.677
 27  SYM+R2        260.146      12  544.293      547.543      576.589
 45  TVM+F         250.303      12  524.606      527.856      556.902
 46  TVM+F+I       249.973      13  525.945      529.777      560.933
 47  TVM+F+G4      250.021      13  526.042      529.873      561.029
 48  TVM+F+I+G4    249.945      14  527.890      532.358      565.569
 49  TVM+F+R2      250.005      14  528.011      532.479      565.690
 67  TVMe          260.301      9   538.602      540.420      562.824
 68  TVMe+I        260.238      10  540.476      542.721      567.390
 69  TVMe+G4       260.249      10  540.499      542.744      567.412
 70  TVMe+I+G4     260.322      11  542.644      545.366      572.249
 71  TVMe+R2       260.262      11  542.524      545.246      572.129
 89  TIM3+F        250.390      11  522.781      525.502      552.385
 90  TIM3+F+I      250.043      12  524.086      527.336      556.382
