IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_075_2.fa -T 1 --quiet --redo -blmin 0.0277777777777778
Seed:    810953 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_075_2.fa ... Fasta format detected
Reading fasta file: done in 3.31849e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 36 columns, 12 distinct patterns
1 parsimony-informative, 8 singleton sites, 27 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.03659e-06 secs
   1  hg38       0.00%    passed     99.44%
   2  gorGor3    0.00%    passed     93.85%
   3  panTro4    0.00%    passed     93.87%
   4  ponAbe2    0.00%    passed     99.75%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -85.345
Optimal log-likelihood: -85.334
Rate parameters:  A-C: 0.00010  A-G: 4.65096  A-T: 0.00010  C-G: 0.00010  C-T: 3.19417  G-T: 1.00000
Warning! Some parameters hit the boundaries
Base frequencies:  A: 0.215  C: 0.438  G: 0.139  T: 0.208
Proportion of invariable sites: 0.352
Gamma shape alpha: 7.678
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.002 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 36 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         85.639       13  197.277      213.823      217.863
  2  GTR+F+I       85.314       14  198.629      218.629      220.798
  3  GTR+F+G4      85.407       14  198.814      218.814      220.983
  4  GTR+F+I+G4    85.331       15  200.663      224.663      224.416
  5  GTR+F+R2      85.318       15  200.636      224.636      224.389
  6  GTR+F+R3      85.392       17  204.783      238.783      231.703
 14  GTR+F+I+R2    85.170       16  202.340      230.972      227.677
 15  GTR+F+I+R3    85.154       18  206.307      246.543      234.811
 23  SYM           89.379       10  198.758      207.558      214.593
 24  SYM+I         89.238       11  200.475      211.475      217.894
 25  SYM+G4        89.262       11  200.524      211.524      217.943
 26  SYM+I+G4      89.231       12  202.462      216.027      221.464
 27  SYM+R2        89.244       12  202.488      216.054      221.491
 36  SYM+I+R2      89.088       13  204.177      220.722      224.763
 45  TVM+F         85.742       12  195.485      209.050      214.487
 46  TVM+F+I       85.234       13  196.468      213.013      217.053
 47  TVM+F+G4      85.338       13  196.675      213.221      217.261
 48  TVM+F+I+G4    85.300       14  198.600      218.600      220.769
 49  TVM+F+R2      85.355       14  198.710      218.710      220.879
 58  TVM+F+I+R2    85.238       15  200.477      224.477      224.230
 67  TVMe          89.340       9   196.680      203.603      210.931
 68  TVMe+I        89.249       10  198.499      207.299      214.334
 69  TVMe+G4       89.272       10  198.543      207.343      214.378
 70  TVMe+I+G4     89.230       11  200.459      211.459      217.878
