IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter04/window_1_03/window_1_03_025_1.fa -T 1 --quiet --redo -blmin 0.00515463917525773
Seed:    354357 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:38 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter04/window_1_03/window_1_03_025_1.fa ... Fasta format detected
Reading fasta file: done in 3.55095e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 194 columns, 26 distinct patterns
5 parsimony-informative, 41 singleton sites, 148 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.02169e-06 secs
   1  hg38       0.00%    passed     94.78%
   2  gorGor3    0.00%    passed     96.58%
   3  panTro4    0.00%    passed     95.98%
   4  ponAbe2    0.00%    passed     94.73%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -467.003
Optimal log-likelihood: -466.961
Rate parameters:  A-C: 0.17960  A-G: 1.24374  A-T: 0.48813  C-G: 0.06562  C-T: 3.72070  G-T: 1.00000
Base frequencies:  A: 0.296  C: 0.372  G: 0.119  T: 0.213
Proportion of invariable sites: 0.364
Gamma shape alpha: 3.598
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.004 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 194 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         467.961      13  961.922      963.944      1004.404
  2  GTR+F+I       467.074      14  962.148      964.494      1007.898
  3  GTR+F+G4      466.946      14  961.891      964.237      1007.641
  4  GTR+F+I+G4    466.963      15  963.926      966.622      1012.944
  5  GTR+F+R2      467.051      15  964.102      966.799      1013.120
  6  GTR+F+R3      467.126      17  968.251      971.729      1023.805
 14  GTR+F+I+R2    466.880      16  965.760      968.834      1018.046
 15  GTR+F+I+R3    466.882      18  969.764      973.673      1028.586
 23  SYM           483.137      10  986.274      987.477      1018.953
 24  SYM+I         483.149      11  988.297      989.748      1024.244
 25  SYM+G4        483.128      11  988.255      989.706      1024.202
 26  SYM+I+G4      483.548      12  991.096      992.820      1030.311
 27  SYM+R2        483.383      12  990.765      992.489      1029.980
 45  TVM+F         470.433      12  964.865      966.589      1004.079
 46  TVM+F+I       469.848      13  965.696      967.718      1008.178
 47  TVM+F+G4      469.774      13  965.548      967.571      1008.031
 48  TVM+F+I+G4    469.806      14  967.612      969.958      1013.362
 49  TVM+F+R2      469.805      14  967.610      969.957      1013.360
 67  TVMe          489.193      9   996.387      997.365      1025.798
 68  TVMe+I        489.179      10  998.358      999.560      1031.037
 69  TVMe+G4       489.170      10  998.340      999.542      1031.018
 70  TVMe+I+G4     489.388      11  1000.777     1002.227     1036.723
 71  TVMe+R2       489.314      11  1000.628     1002.079     1036.575
 89  TIM3+F        468.207      11  958.414      959.865      994.361
