IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter04/window_1_03/window_1_03_05_1.fa -T 1 --quiet --redo -blmin 0.00257731958762887
Seed:    869021 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:38 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter04/window_1_03/window_1_03_05_1.fa ... Fasta format detected
Reading fasta file: done in 4.9904e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 388 columns, 38 distinct patterns
14 parsimony-informative, 70 singleton sites, 304 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 5.31971e-06 secs
   1  hg38       0.00%    passed     94.17%
   2  gorGor3    0.00%    passed     98.82%
   3  panTro4    0.00%    passed     89.83%
   4  ponAbe2    0.00%    passed     96.16%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -915.850
Optimal log-likelihood: -915.403
Rate parameters:  A-C: 0.44969  A-G: 7.12098  A-T: 1.05787  C-G: 0.25686  C-T: 8.27559  G-T: 1.00000
Base frequencies:  A: 0.274  C: 0.371  G: 0.130  T: 0.225
Proportion of invariable sites: 0.377
Gamma shape alpha: 0.825
Parameters optimization took 1 rounds (0.001 sec)
Time for fast ML tree search: 0.008 seconds

NOTE: ModelFinder requires 0 MB RAM!
ModelFinder will test up to 484 DNA models (sample size: 388 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  GTR+F         922.221      13  1870.442     1871.416     1921.935
  2  GTR+F+I       914.482      14  1856.964     1858.090     1912.418
  3  GTR+F+G4      914.291      14  1856.582     1857.708     1912.036
  4  GTR+F+I+G4    914.726      15  1859.453     1860.743     1918.868
  5  GTR+F+R2      914.621      15  1859.243     1860.533     1918.658
  6  GTR+F+R3      914.439      17  1862.878     1864.532     1930.215
 14  GTR+F+I+R2    914.266      16  1860.532     1861.998     1923.908
+I+R3 reinitialized from +I+R2 with factor 0.500
 15  GTR+F+I+R3    914.327      18  1864.654     1866.507     1935.952
 23  SYM           948.026      10  1916.051     1916.635     1955.661
 24  SYM+I         945.039      11  1912.077     1912.779     1955.648
 25  SYM+G4        945.016      11  1912.031     1912.733     1955.602
 26  SYM+I+G4      945.061      12  1914.122     1914.954     1961.654
 27  SYM+R2        945.393      12  1914.785     1915.617     1962.317
 45  TVM+F         922.192      12  1868.385     1869.217     1915.917
 46  TVM+F+I       914.939      13  1855.879     1856.852     1907.372
 47  TVM+F+G4      915.001      13  1856.002     1856.976     1907.496
 48  TVM+F+I+G4    915.238      14  1858.475     1859.601     1913.929
 49  TVM+F+R2      915.106      14  1858.212     1859.338     1913.666
 67  TVMe          949.748      9   1917.496     1917.972     1953.145
 68  TVMe+I        946.908      10  1913.817     1914.401     1953.427
 69  TVMe+G4       946.935      10  1913.870     1914.454     1953.480
 70  TVMe+I+G4     946.949      11  1915.899     1916.601     1959.470
 71  TVMe+R2       947.167      11  1916.334     1917.036     1959.905
 89  TIM3+F        922.340      11  1866.680     1867.382     1910.251
 90  TIM3+F+I      914.618      12  1853.236     1854.068     1900.768
 91  TIM3+F+G4     914.381      12  1852.763     1853.595     1900.295
 92  TIM3+F+I+G4   914.856      13  1855.712     1856.686     1907.205
 93  TIM3+F+R2     914.781      13  1855.561     1856.534     1907.054
111  TIM3e         949.079      8   1914.159     1914.538     1945.847
112  TIM3e+I       946.060      9   1910.120     1910.596     1945.769
113  TIM3e+G4      945.961      9   1909.922     1910.398     1945.571
114  TIM3e+I+G4    946.034      10  1912.069     1912.652     1951.679
115  TIM3e+R2      946.297      10  1912.593     1913.177     1952.203
133  TIM2+F        922.523      11  1867.046     1867.748     1910.617
134  TIM2+F+I      916.057      12  1856.113     1856.945     1903.645
135  TIM2+F+G4     916.008      12  1856.017     1856.849     1903.549
136  TIM2+F+I+G4   916.169      13  1858.338     1859.311     1909.831
137  TIM2+F+R2     916.052      13  1858.103     1859.076     1909.596
155  TIM2e         948.146      8   1912.293     1912.673     1943.981
156  TIM2e+I       945.344      9   1908.687     1909.163     1944.336
157  TIM2e+G4      945.267      9   1908.535     1909.011     1944.184
158  TIM2e+I+G4    945.290      10  1910.580     1911.164     1950.190
159  TIM2e+R2      945.597      10  1911.193     1911.777     1950.803
177  TIM+F         922.661      11  1867.323     1868.025     1910.894
178  TIM+F+I       915.950      12  1855.899     1856.731     1903.431
179  TIM+F+G4      915.813      12  1855.626     1856.458     1903.158
180  TIM+F+I+G4    916.056      13  1858.111     1859.085     1909.604
181  TIM+F+R2      916.020      13  1858.040     1859.013     1909.533
199  TIMe          949.111      8   1914.222     1914.602     1945.910
